ID,Station,Network,Latitude,Longitude,Elevation,Depth,Avg_Depth,Beginning_Year,Ending_Year,Missing_Years,Percentage_Missing_Values,Number_of_Full_Years
303,COSMOS-UK_COSMOS-UK_MoretonMorrell_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm,COSMOS-UK,52.19941,-1.56308,53,0.1-0.1,0.1,2018,2023,NA,0,6
304,COSMOS-UK_COSMOS-UK_MoretonMorrell_sm_0.150000_0.150000_TDT-A_19500101_20241016.stm,COSMOS-UK,52.19941,-1.56308,53,0.15-0.15,0.15,2018,2023,NA,0,6
305,COSMOS-UK_COSMOS-UK_MoretonMorrell_sm_0.150000_0.150000_TDT-B_19500101_20241016.stm,COSMOS-UK,52.19941,-1.56308,53,0.15-0.15,0.15,2018,2023,NA,0,6
306,COSMOS-UK_COSMOS-UK_MoretonMorrell_sm_0.250000_0.250000_TDT-A_19500101_20241016.stm,COSMOS-UK,52.19941,-1.56308,53,0.25-0.25,0.25,2018,2023,NA,0,6
307,COSMOS-UK_COSMOS-UK_MoretonMorrell_sm_0.250000_0.250000_TDT-B_19500101_20241016.stm,COSMOS-UK,52.19941,-1.56308,53,0.25-0.25,0.25,2018,2023,NA,0,6
308,COSMOS-UK_COSMOS-UK_MoretonMorrell_sm_0.500000_0.500000_TDT-A_19500101_20241016.stm,COSMOS-UK,52.19941,-1.56308,53,0.5-0.5,0.5,2018,2023,NA,0,6
309,COSMOS-UK_COSMOS-UK_MoretonMorrell_sm_0.500000_0.500000_TDT-B_19500101_20241016.stm,COSMOS-UK,52.19941,-1.56308,53,0.5-0.5,0.5,2018,2023,NA,0,6
310,COSMOS-UK_COSMOS-UK_Morley_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm,COSMOS-UK,52.54815,1.03423,55,0-0.3,0.15,2014,2022,NA,0,9
311,COSMOS-UK_COSMOS-UK_Morley_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm,COSMOS-UK,52.54815,1.03423,55,0.1-0.1,0.1,2014,2023,NA,0,10
312,COSMOS-UK_COSMOS-UK_Morley_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm,COSMOS-UK,52.54815,1.03423,55,0.1-0.1,0.1,2014,2023,NA,0,10
313,COSMOS-UK_COSMOS-UK_NorthWyke_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm,COSMOS-UK,50.77348,-3.90596,181,0-0.3,0.15,2014,2022,NA,0,9
314,COSMOS-UK_COSMOS-UK_NorthWyke_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm,COSMOS-UK,50.77348,-3.90596,181,0.1-0.1,0.1,2014,2023,NA,0,10
315,COSMOS-UK_COSMOS-UK_NorthWyke_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm,COSMOS-UK,50.77348,-3.90596,181,0.1-0.1,0.1,2014,2023,NA,0,10
316,COSMOS-UK_COSMOS-UK_Plynlimon_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm,COSMOS-UK,52.45338,-3.76259,542,0-0.3,0.15,2014,2022,NA,0,9
317,COSMOS-UK_COSMOS-UK_Plynlimon_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm,COSMOS-UK,52.45338,-3.76259,542,0.1-0.1,0.1,2014,2023,NA,0,10
318,COSMOS-UK_COSMOS-UK_Plynlimon_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm,COSMOS-UK,52.45338,-3.76259,542,0.1-0.1,0.1,2014,2023,NA,0,10
319,COSMOS-UK_COSMOS-UK_PortonDown_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm,COSMOS-UK,51.11988,-1.68125,146,0-0.3,0.15,2014,2022,NA,0,9
320,COSMOS-UK_COSMOS-UK_PortonDown_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm,COSMOS-UK,51.11988,-1.68125,146,0.1-0.1,0.1,2014,2023,NA,0,10
321,COSMOS-UK_COSMOS-UK_PortonDown_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm,COSMOS-UK,51.11988,-1.68125,146,0.1-0.1,0.1,2014,2023,NA,0,10
322,COSMOS-UK_COSMOS-UK_Redhill_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm,COSMOS-UK,51.26287,0.42914,91,0-0.3,0.15,2016,2022,NA,0,7
323,COSMOS-UK_COSMOS-UK_Redhill_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm,COSMOS-UK,51.26287,0.42914,91,0.1-0.1,0.1,2016,2023,NA,0,8
324,COSMOS-UK_COSMOS-UK_Redhill_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm,COSMOS-UK,51.26287,0.42914,91,0.1-0.1,0.1,2016,2023,NA,0,8
325,COSMOS-UK_COSMOS-UK_Redmere_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm,COSMOS-UK,52.44577,0.42104,3,0-0.3,0.15,2015,2018,NA,0,4
326,COSMOS-UK_COSMOS-UK_Redmere_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm,COSMOS-UK,52.44577,0.42104,3,0.1-0.1,0.1,2015,2018,NA,0,4
327,COSMOS-UK_COSMOS-UK_Redmere_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm,COSMOS-UK,52.44577,0.42104,3,0.1-0.1,0.1,2015,2018,NA,0,4
328,COSMOS-UK_COSMOS-UK_Riseholme_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm,COSMOS-UK,53.26165,-0.52591,53,0-0.3,0.15,2016,2022,NA,0,7
329,COSMOS-UK_COSMOS-UK_Riseholme_sm_0.050000_0.050000_TDT-A_19500101_20241016.stm,COSMOS-UK,53.26165,-0.52591,53,0.05-0.05,0.05,2016,2023,NA,0,8
330,COSMOS-UK_COSMOS-UK_Riseholme_sm_0.050000_0.050000_TDT-B_19500101_20241016.stm,COSMOS-UK,53.26165,-0.52591,53,0.05-0.05,0.05,2016,2023,NA,0,8
331,COSMOS-UK_COSMOS-UK_Riseholme_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm,COSMOS-UK,53.26165,-0.52591,53,0.1-0.1,0.1,2016,2023,NA,0,8
332,COSMOS-UK_COSMOS-UK_Riseholme_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm,COSMOS-UK,53.26165,-0.52591,53,0.1-0.1,0.1,2016,2023,NA,0,8
333,COSMOS-UK_COSMOS-UK_Riseholme_sm_0.150000_0.150000_TDT-A_19500101_20241016.stm,COSMOS-UK,53.26165,-0.52591,53,0.15-0.15,0.15,2016,2023,NA,0,8
334,COSMOS-UK_COSMOS-UK_Riseholme_sm_0.150000_0.150000_TDT-B_19500101_20241016.stm,COSMOS-UK,53.26165,-0.52591,53,0.15-0.15,0.15,2016,2023,NA,0,8
335,COSMOS-UK_COSMOS-UK_Riseholme_sm_0.250000_0.250000_TDT-A_19500101_20241016.stm,COSMOS-UK,53.26165,-0.52591,53,0.25-0.25,0.25,2016,2023,NA,0,8
336,COSMOS-UK_COSMOS-UK_Riseholme_sm_0.250000_0.250000_TDT-B_19500101_20241016.stm,COSMOS-UK,53.26165,-0.52591,53,0.25-0.25,0.25,2016,2023,NA,0,8
337,COSMOS-UK_COSMOS-UK_Riseholme_sm_0.500000_0.500000_TDT-A_19500101_20241016.stm,COSMOS-UK,53.26165,-0.52591,53,0.5-0.5,0.5,2016,2023,NA,0,8
338,COSMOS-UK_COSMOS-UK_Riseholme_sm_0.500000_0.500000_TDT-B_19500101_20241016.stm,COSMOS-UK,53.26165,-0.52591,53,0.5-0.5,0.5,2016,2023,NA,0,8
339,COSMOS-UK_COSMOS-UK_Rothamsted_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm,COSMOS-UK,51.81387,-0.37832,131,0-0.3,0.15,2014,2022,NA,0,9
340,COSMOS-UK_COSMOS-UK_Rothamsted_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm,COSMOS-UK,51.81387,-0.37832,131,0.1-0.1,0.1,2014,2023,NA,0,10
341,COSMOS-UK_COSMOS-UK_Rothamsted_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm,COSMOS-UK,51.81387,-0.37832,131,0.1-0.1,0.1,2014,2023,NA,0,10
342,COSMOS-UK_COSMOS-UK_Sheepdrove_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm,COSMOS-UK,51.53032,-1.48187,170,0-0.3,0.15,2013,2022,NA,0,10
343,COSMOS-UK_COSMOS-UK_Sheepdrove_sm_0.050000_0.050000_TDT-A_19500101_20241016.stm,COSMOS-UK,51.53032,-1.48187,170,0.05-0.05,0.05,2020,2023,NA,0,4
344,COSMOS-UK_COSMOS-UK_Sheepdrove_sm_0.050000_0.050000_TDT-B_19500101_20241016.stm,COSMOS-UK,51.53032,-1.48187,170,0.05-0.05,0.05,2020,2023,NA,0,4
345,COSMOS-UK_COSMOS-UK_Sheepdrove_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm,COSMOS-UK,51.53032,-1.48187,170,0.1-0.1,0.1,2013,2023,2016,9.090909091,10
346,COSMOS-UK_COSMOS-UK_Sheepdrove_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm,COSMOS-UK,51.53032,-1.48187,170,0.1-0.1,0.1,2013,2023,NA,0,11
347,COSMOS-UK_COSMOS-UK_Sheepdrove_sm_0.150000_0.150000_TDT-A_19500101_20241016.stm,COSMOS-UK,51.53032,-1.48187,170,0.15-0.15,0.15,2020,2023,NA,0,4
348,COSMOS-UK_COSMOS-UK_Sheepdrove_sm_0.150000_0.150000_TDT-B_19500101_20241016.stm,COSMOS-UK,51.53032,-1.48187,170,0.15-0.15,0.15,2020,2023,NA,0,4
349,COSMOS-UK_COSMOS-UK_Sheepdrove_sm_0.250000_0.250000_TDT-A_19500101_20241016.stm,COSMOS-UK,51.53032,-1.48187,170,0.25-0.25,0.25,2020,2023,NA,0,4
350,COSMOS-UK_COSMOS-UK_Sheepdrove_sm_0.250000_0.250000_TDT-B_19500101_20241016.stm,COSMOS-UK,51.53032,-1.48187,170,0.25-0.25,0.25,2020,2023,NA,0,4
351,COSMOS-UK_COSMOS-UK_Sheepdrove_sm_0.500000_0.500000_TDT-A_19500101_20241016.stm,COSMOS-UK,51.53032,-1.48187,170,0.5-0.5,0.5,2020,2023,NA,0,4
352,COSMOS-UK_COSMOS-UK_Sheepdrove_sm_0.500000_0.500000_TDT-B_19500101_20241016.stm,COSMOS-UK,51.53032,-1.48187,170,0.5-0.5,0.5,2020,2023,NA,0,4
353,COSMOS-UK_COSMOS-UK_Sourhope_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm,COSMOS-UK,55.47988,-2.22999,487,0-0.3,0.15,2014,2022,NA,0,9
354,COSMOS-UK_COSMOS-UK_Sourhope_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm,COSMOS-UK,55.47988,-2.22999,487,0.1-0.1,0.1,2014,2023,NA,0,10
355,COSMOS-UK_COSMOS-UK_Sourhope_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm,COSMOS-UK,55.47988,-2.22999,487,0.1-0.1,0.1,2014,2023,NA,0,10
356,COSMOS-UK_COSMOS-UK_SpenFarm_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm,COSMOS-UK,53.86886,-1.31886,57,0-0.3,0.15,2016,2022,NA,0,7
357,COSMOS-UK_COSMOS-UK_SpenFarm_sm_0.050000_0.050000_TDT-A_19500101_20241016.stm,COSMOS-UK,53.86886,-1.31886,57,0.05-0.05,0.05,2016,2023,NA,0,8
358,COSMOS-UK_COSMOS-UK_SpenFarm_sm_0.050000_0.050000_TDT-B_19500101_20241016.stm,COSMOS-UK,53.86886,-1.31886,57,0.05-0.05,0.05,2016,2023,NA,0,8
359,COSMOS-UK_COSMOS-UK_SpenFarm_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm,COSMOS-UK,53.86886,-1.31886,57,0.1-0.1,0.1,2016,2023,NA,0,8
360,COSMOS-UK_COSMOS-UK_SpenFarm_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm,COSMOS-UK,53.86886,-1.31886,57,0.1-0.1,0.1,2016,2023,NA,0,8
361,COSMOS-UK_COSMOS-UK_SpenFarm_sm_0.150000_0.150000_TDT-A_19500101_20241016.stm,COSMOS-UK,53.86886,-1.31886,57,0.15-0.15,0.15,2016,2023,NA,0,8
362,COSMOS-UK_COSMOS-UK_SpenFarm_sm_0.150000_0.150000_TDT-B_19500101_20241016.stm,COSMOS-UK,53.86886,-1.31886,57,0.15-0.15,0.15,2016,2023,NA,0,8
363,COSMOS-UK_COSMOS-UK_SpenFarm_sm_0.250000_0.250000_TDT-A_19500101_20241016.stm,COSMOS-UK,53.86886,-1.31886,57,0.25-0.25,0.25,2016,2023,NA,0,8
364,COSMOS-UK_COSMOS-UK_SpenFarm_sm_0.250000_0.250000_TDT-B_19500101_20241016.stm,COSMOS-UK,53.86886,-1.31886,57,0.25-0.25,0.25,2016,2023,NA,0,8
365,COSMOS-UK_COSMOS-UK_SpenFarm_sm_0.500000_0.500000_TDT-A_19500101_20241016.stm,COSMOS-UK,53.86886,-1.31886,57,0.5-0.5,0.5,2016,2023,NA,0,8
366,COSMOS-UK_COSMOS-UK_SpenFarm_sm_0.500000_0.500000_TDT-B_19500101_20241016.stm,COSMOS-UK,53.86886,-1.31886,57,0.5-0.5,0.5,2016,2023,NA,0,8
367,COSMOS-UK_COSMOS-UK_Stiperstones_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm,COSMOS-UK,52.58125,-2.94469,432,0-0.3,0.15,2014,2022,NA,0,9
368,COSMOS-UK_COSMOS-UK_Stiperstones_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm,COSMOS-UK,52.58125,-2.94469,432,0.1-0.1,0.1,2014,2023,NA,0,10
369,COSMOS-UK_COSMOS-UK_Stiperstones_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm,COSMOS-UK,52.58125,-2.94469,432,0.1-0.1,0.1,2014,2023,NA,0,10
370,COSMOS-UK_COSMOS-UK_Stoughton_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm,COSMOS-UK,52.60164,-1.04701,130,0-0.3,0.15,2015,2022,NA,0,8
371,COSMOS-UK_COSMOS-UK_Stoughton_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm,COSMOS-UK,52.60164,-1.04701,130,0.1-0.1,0.1,2015,2023,NA,0,9
372,COSMOS-UK_COSMOS-UK_Stoughton_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm,COSMOS-UK,52.60164,-1.04701,130,0.1-0.1,0.1,2015,2023,NA,0,9
373,COSMOS-UK_COSMOS-UK_Sydling_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm,COSMOS-UK,50.82837,-2.52789,249,0-0.3,0.15,2018,2022,NA,0,5
374,COSMOS-UK_COSMOS-UK_Sydling_sm_0.050000_0.050000_TDT-A_19500101_20241016.stm,COSMOS-UK,50.82837,-2.52789,249,0.05-0.05,0.05,2018,2022,NA,0,5
375,COSMOS-UK_COSMOS-UK_Sydling_sm_0.050000_0.050000_TDT-B_19500101_20241016.stm,COSMOS-UK,50.82837,-2.52789,249,0.05-0.05,0.05,2018,2023,NA,0,6
376,COSMOS-UK_COSMOS-UK_Sydling_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm,COSMOS-UK,50.82837,-2.52789,249,0.1-0.1,0.1,2018,2023,NA,0,6
377,COSMOS-UK_COSMOS-UK_Sydling_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm,COSMOS-UK,50.82837,-2.52789,249,0.1-0.1,0.1,2018,2023,NA,0,6
378,COSMOS-UK_COSMOS-UK_Sydling_sm_0.150000_0.150000_TDT-A_19500101_20241016.stm,COSMOS-UK,50.82837,-2.52789,249,0.15-0.15,0.15,2018,2021,NA,0,4
379,COSMOS-UK_COSMOS-UK_Sydling_sm_0.150000_0.150000_TDT-B_19500101_20241016.stm,COSMOS-UK,50.82837,-2.52789,249,0.15-0.15,0.15,2018,2023,NA,0,6
380,COSMOS-UK_COSMOS-UK_Sydling_sm_0.250000_0.250000_TDT-A_19500101_20241016.stm,COSMOS-UK,50.82837,-2.52789,249,0.25-0.25,0.25,2018,2023,NA,0,6
381,COSMOS-UK_COSMOS-UK_Sydling_sm_0.250000_0.250000_TDT-B_19500101_20241016.stm,COSMOS-UK,50.82837,-2.52789,249,0.25-0.25,0.25,2018,2023,NA,0,6
382,COSMOS-UK_COSMOS-UK_Sydling_sm_0.500000_0.500000_TDT-A_19500101_20241016.stm,COSMOS-UK,50.82837,-2.52789,249,0.5-0.5,0.5,2018,2023,NA,0,6
383,COSMOS-UK_COSMOS-UK_Sydling_sm_0.500000_0.500000_TDT-B_19500101_20241016.stm,COSMOS-UK,50.82837,-2.52789,249,0.5-0.5,0.5,2018,2021,NA,0,4
384,COSMOS-UK_COSMOS-UK_TheLizard_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm,COSMOS-UK,50.03281,-5.19988,85,0-0.3,0.15,2014,2022,NA,0,9
385,COSMOS-UK_COSMOS-UK_TheLizard_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm,COSMOS-UK,50.03281,-5.19988,85,0.1-0.1,0.1,2014,2023,NA,0,10
386,COSMOS-UK_COSMOS-UK_TheLizard_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm,COSMOS-UK,50.03281,-5.19988,85,0.1-0.1,0.1,2014,2023,NA,0,10
387,COSMOS-UK_COSMOS-UK_Waddesdon_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm,COSMOS-UK,51.83948,-0.94842,98,0-0.3,0.15,2013,2022,NA,0,10
388,COSMOS-UK_COSMOS-UK_Waddesdon_sm_0.050000_0.050000_TDT-A_19500101_20241016.stm,COSMOS-UK,51.83948,-0.94842,98,0.05-0.05,0.05,2020,2023,NA,0,4
389,COSMOS-UK_COSMOS-UK_Waddesdon_sm_0.050000_0.050000_TDT-B_19500101_20241016.stm,COSMOS-UK,51.83948,-0.94842,98,0.05-0.05,0.05,2020,2023,NA,0,4
390,COSMOS-UK_COSMOS-UK_Waddesdon_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm,COSMOS-UK,51.83948,-0.94842,98,0.1-0.1,0.1,2013,2023,NA,0,11
391,COSMOS-UK_COSMOS-UK_Waddesdon_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm,COSMOS-UK,51.83948,-0.94842,98,0.1-0.1,0.1,2013,2023,NA,0,11
392,COSMOS-UK_COSMOS-UK_Waddesdon_sm_0.150000_0.150000_TDT-A_19500101_20241016.stm,COSMOS-UK,51.83948,-0.94842,98,0.15-0.15,0.15,2020,2023,NA,0,4
393,COSMOS-UK_COSMOS-UK_Waddesdon_sm_0.150000_0.150000_TDT-B_19500101_20241016.stm,COSMOS-UK,51.83948,-0.94842,98,0.15-0.15,0.15,2020,2023,NA,0,4
394,COSMOS-UK_COSMOS-UK_Waddesdon_sm_0.250000_0.250000_TDT-A_19500101_20241016.stm,COSMOS-UK,51.83948,-0.94842,98,0.25-0.25,0.25,2020,2023,NA,0,4
395,COSMOS-UK_COSMOS-UK_Waddesdon_sm_0.250000_0.250000_TDT-B_19500101_20241016.stm,COSMOS-UK,51.83948,-0.94842,98,0.25-0.25,0.25,2020,2023,NA,0,4
396,COSMOS-UK_COSMOS-UK_Waddesdon_sm_0.500000_0.500000_TDT-A_19500101_20241016.stm,COSMOS-UK,51.83948,-0.94842,98,0.5-0.5,0.5,2020,2023,NA,0,4
397,COSMOS-UK_COSMOS-UK_Waddesdon_sm_0.500000_0.500000_TDT-B_19500101_20241016.stm,COSMOS-UK,51.83948,-0.94842,98,0.5-0.5,0.5,2020,2023,NA,0,4
398,COSMOS-UK_COSMOS-UK_Wimpole_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm,COSMOS-UK,52.13219,-0.04441,30,0-0.3,0.15,2019,2022,NA,0,4
399,COSMOS-UK_COSMOS-UK_Wimpole_sm_0.050000_0.050000_TDT-A_19500101_20241016.stm,COSMOS-UK,52.13219,-0.04441,30,0.05-0.05,0.05,2019,2023,NA,0,5
400,COSMOS-UK_COSMOS-UK_Wimpole_sm_0.050000_0.050000_TDT-B_19500101_20241016.stm,COSMOS-UK,52.13219,-0.04441,30,0.05-0.05,0.05,2019,2023,NA,0,5
401,COSMOS-UK_COSMOS-UK_Wimpole_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm,COSMOS-UK,52.13219,-0.04441,30,0.1-0.1,0.1,2019,2023,NA,0,5
402,COSMOS-UK_COSMOS-UK_Wimpole_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm,COSMOS-UK,52.13219,-0.04441,30,0.1-0.1,0.1,2019,2023,NA,0,5
403,COSMOS-UK_COSMOS-UK_Wimpole_sm_0.150000_0.150000_TDT-A_19500101_20241016.stm,COSMOS-UK,52.13219,-0.04441,30,0.15-0.15,0.15,2019,2023,NA,0,5
404,COSMOS-UK_COSMOS-UK_Wimpole_sm_0.150000_0.150000_TDT-B_19500101_20241016.stm,COSMOS-UK,52.13219,-0.04441,30,0.15-0.15,0.15,2019,2023,NA,0,5
405,COSMOS-UK_COSMOS-UK_Wimpole_sm_0.250000_0.250000_TDT-A_19500101_20241016.stm,COSMOS-UK,52.13219,-0.04441,30,0.25-0.25,0.25,2019,2023,NA,0,5
406,COSMOS-UK_COSMOS-UK_Wimpole_sm_0.250000_0.250000_TDT-B_19500101_20241016.stm,COSMOS-UK,52.13219,-0.04441,30,0.25-0.25,0.25,2019,2023,NA,0,5
407,COSMOS-UK_COSMOS-UK_Wimpole_sm_0.500000_0.500000_TDT-A_19500101_20241016.stm,COSMOS-UK,52.13219,-0.04441,30,0.5-0.5,0.5,2019,2023,NA,0,5
408,COSMOS-UK_COSMOS-UK_Wimpole_sm_0.500000_0.500000_TDT-B_19500101_20241016.stm,COSMOS-UK,52.13219,-0.04441,30,0.5-0.5,0.5,2019,2023,NA,0,5
409,COSMOS-UK_COSMOS-UK_Writtle_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm,COSMOS-UK,51.734,0.4179,44,0-0.3,0.15,2017,2022,NA,0,6
410,COSMOS-UK_COSMOS-UK_Writtle_sm_0.050000_0.050000_TDT-A_19500101_20241016.stm,COSMOS-UK,51.734,0.4179,44,0.05-0.05,0.05,2017,2023,NA,0,7
411,COSMOS-UK_COSMOS-UK_Writtle_sm_0.050000_0.050000_TDT-B_19500101_20241016.stm,COSMOS-UK,51.734,0.4179,44,0.05-0.05,0.05,2017,2023,NA,0,7
412,COSMOS-UK_COSMOS-UK_Writtle_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm,COSMOS-UK,51.734,0.4179,44,0.1-0.1,0.1,2017,2023,NA,0,7
413,COSMOS-UK_COSMOS-UK_Writtle_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm,COSMOS-UK,51.734,0.4179,44,0.1-0.1,0.1,2017,2023,NA,0,7
414,COSMOS-UK_COSMOS-UK_Writtle_sm_0.150000_0.150000_TDT-A_19500101_20241016.stm,COSMOS-UK,51.734,0.4179,44,0.15-0.15,0.15,2017,2023,NA,0,7
415,COSMOS-UK_COSMOS-UK_Writtle_sm_0.150000_0.150000_TDT-B_19500101_20241016.stm,COSMOS-UK,51.734,0.4179,44,0.15-0.15,0.15,2017,2023,NA,0,7
416,COSMOS-UK_COSMOS-UK_Writtle_sm_0.250000_0.250000_TDT-A_19500101_20241016.stm,COSMOS-UK,51.734,0.4179,44,0.25-0.25,0.25,2017,2023,NA,0,7
417,COSMOS-UK_COSMOS-UK_Writtle_sm_0.250000_0.250000_TDT-B_19500101_20241016.stm,COSMOS-UK,51.734,0.4179,44,0.25-0.25,0.25,2017,2023,NA,0,7
418,COSMOS-UK_COSMOS-UK_Writtle_sm_0.500000_0.500000_TDT-A_19500101_20241016.stm,COSMOS-UK,51.734,0.4179,44,0.5-0.5,0.5,2017,2023,NA,0,7
419,COSMOS-UK_COSMOS-UK_Writtle_sm_0.500000_0.500000_TDT-B_19500101_20241016.stm,COSMOS-UK,51.734,0.4179,44,0.5-0.5,0.5,2017,2023,NA,0,7
420,COSMOS-UK_COSMOS-UK_WythamWoods_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm,COSMOS-UK,51.77728,-1.33846,109,0-0.3,0.15,2013,2015,NA,0,3
421,COSMOS-UK_COSMOS-UK_WythamWoods_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm,COSMOS-UK,51.77728,-1.33846,109,0.1-0.1,0.1,2013,2016,NA,0,4
422,COSMOS-UK_COSMOS-UK_WythamWoods_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm,COSMOS-UK,51.77728,-1.33846,109,0.1-0.1,0.1,2013,2016,NA,0,4
423,FMI_FMI_SAA111_sm_0.050000_0.050000_5TE_19500101_20241016.stm,FMI,68.33019,27.55062,441,0.05-0.05,0.05,2012,2024,NA,0,13
424,FMI_FMI_SAA111_sm_0.100000_0.100000_5TE_19500101_20241016.stm,FMI,68.33019,27.55062,441,0.1-0.1,0.1,2012,2024,NA,0,13
425,FMI_FMI_SAA111_sm_0.200000_0.200000_5TE_19500101_20241016.stm,FMI,68.33019,27.55062,441,0.2-0.2,0.2,2012,2014,NA,0,3
426,FMI_FMI_SAA111_sm_0.400000_0.400000_5TE_19500101_20241016.stm,FMI,68.33019,27.55062,441,0.4-0.4,0.4,2012,2023,NA,0,12
427,FMI_FMI_SAA111_sm_0.800000_0.800000_5TE_19500101_20241016.stm,FMI,68.33019,27.55062,441,0.8-0.8,0.8,2012,2024,NA,0,13
428,FMI_FMI_SAA112_sm_0.050000_0.050000_5TE_19500101_20241016.stm,FMI,68.33025,27.55076,441,0.05-0.05,0.05,2012,2024,NA,0,13
429,FMI_FMI_SAA112_sm_0.100000_0.100000_5TE_19500101_20241016.stm,FMI,68.33025,27.55076,441,0.1-0.1,0.1,2012,2024,NA,0,13
430,FMI_FMI_SAA120_sm_0.050000_0.050000_5TE-A_19500101_20241016.stm,FMI,68.33881,27.53543,381,0.05-0.05,0.05,2014,2019,NA,0,6
431,FMI_FMI_SAA120_sm_0.050000_0.050000_5TE-B_19500101_20241016.stm,FMI,68.33881,27.53543,381,0.05-0.05,0.05,2014,2019,NA,0,6
432,FMI_FMI_SAA120_sm_0.100000_0.100000_5TE-A_19500101_20241016.stm,FMI,68.33881,27.53543,381,0.1-0.1,0.1,2014,2019,NA,0,6
433,FMI_FMI_SAA120_sm_0.100000_0.100000_5TE-B_19500101_20241016.stm,FMI,68.33881,27.53543,381,0.1-0.1,0.1,2014,2019,NA,0,6
434,FMI_FMI_SAA120_sm_0.200000_0.200000_5TE-A_19500101_20241016.stm,FMI,68.33881,27.53543,381,0.2-0.2,0.2,2014,2019,NA,0,6
435,FMI_FMI_SAA120_sm_0.400000_0.400000_5TE-A_19500101_20241016.stm,FMI,68.33881,27.53543,381,0.4-0.4,0.4,2014,2019,NA,0,6
436,FMI_FMI_SAA120_sm_0.600000_0.600000_5TE-A_19500101_20241016.stm,FMI,68.33881,27.53543,381,0.6-0.6,0.6,2014,2019,NA,0,6
437,FMI_FMI_SOD011_sm_0.050000_0.050000_5TE_19500101_20241016.stm,FMI,67.36187,26.63378,179,0.05-0.05,0.05,2012,2024,NA,0,13
438,FMI_FMI_SOD011_sm_0.100000_0.100000_5TE_19500101_20241016.stm,FMI,67.36187,26.63378,179,0.1-0.1,0.1,2012,2024,NA,0,13
439,FMI_FMI_SOD011_sm_0.200000_0.200000_5TE_19500101_20241016.stm,FMI,67.36187,26.63378,179,0.2-0.2,0.2,2012,2024,NA,0,13
