"ID","Name","Station","Latitude","Longitude","Elevation","Depth","Avg_Depth","Beginning_Year","Ending_Year","Missing_Years","Percentage_Missing_Values","Number_of_Full_Years","Filename","Land_Cover"
897,"Hoal-34","HOAL",48.1521,15.15537,289.516,"0.2-0.2",0.2,2013,2019,2018,14.2857142857143,6,"/home/xosto002/Beachelor_thesis/HOAL/Hoal-34/HOAL_HOAL_Hoal-34_sm_0.200000_0.200000_SPADE-Time-Domain-Transmissivity_19500101_20241016.stm","Cropland, rainfed"
898,"Hoal-34","HOAL",48.1521,15.15537,289.516,"0.5-0.5",0.5,2013,2019,2018,14.2857142857143,6,"/home/xosto002/Beachelor_thesis/HOAL/Hoal-34/HOAL_HOAL_Hoal-34_sm_0.500000_0.500000_SPADE-Time-Domain-Transmissivity_19500101_20241016.stm","Cropland, rainfed"
899,"Hoal-35","HOAL",48.15053,15.15472,284.095,"0.05-0.05",0.05,2013,2020,2018,12.5,7,"/home/xosto002/Beachelor_thesis/HOAL/Hoal-35/HOAL_HOAL_Hoal-35_sm_0.050000_0.050000_SPADE-Time-Domain-Transmissivity-A_19500101_20241016.stm","Cropland, rainfed"
901,"Hoal-35","HOAL",48.15053,15.15472,284.095,"0.1-0.1",0.1,2013,2020,NA,0,8,"/home/xosto002/Beachelor_thesis/HOAL/Hoal-35/HOAL_HOAL_Hoal-35_sm_0.100000_0.100000_SPADE-Time-Domain-Transmissivity-A_19500101_20241016.stm","Cropland, rainfed"
903,"Hoal-35","HOAL",48.15053,15.15472,284.095,"0.2-0.2",0.2,2013,2020,2018,12.5,7,"/home/xosto002/Beachelor_thesis/HOAL/Hoal-35/HOAL_HOAL_Hoal-35_sm_0.200000_0.200000_SPADE-Time-Domain-Transmissivity_19500101_20241016.stm","Cropland, rainfed"
904,"Hoal-35","HOAL",48.15053,15.15472,284.095,"0.5-0.5",0.5,2013,2020,NA,0,8,"/home/xosto002/Beachelor_thesis/HOAL/Hoal-35/HOAL_HOAL_Hoal-35_sm_0.500000_0.500000_SPADE-Time-Domain-Transmissivity_19500101_20241016.stm","Cropland, rainfed"
906,"Hoal-36","HOAL",48.15696,15.14796,289.296,"0.05-0.05",0.05,2013,2019,2018,14.2857142857143,6,"/home/xosto002/Beachelor_thesis/HOAL/Hoal-36/HOAL_HOAL_Hoal-36_sm_0.050000_0.050000_SPADE-Time-Domain-Transmissivity-A_19500101_20241016.stm","Cropland, rainfed"
907,"Hoal-36","HOAL",48.15696,15.14796,289.296,"0.1-0.1",0.1,2013,2019,2018,14.2857142857143,6,"/home/xosto002/Beachelor_thesis/HOAL/Hoal-36/HOAL_HOAL_Hoal-36_sm_0.100000_0.100000_SPADE-Time-Domain-Transmissivity-A_19500101_20241016.stm","Cropland, rainfed"
908,"Hoal-36","HOAL",48.15696,15.14796,289.296,"0.2-0.2",0.2,2013,2019,2018,14.2857142857143,6,"/home/xosto002/Beachelor_thesis/HOAL/Hoal-36/HOAL_HOAL_Hoal-36_sm_0.200000_0.200000_SPADE-Time-Domain-Transmissivity_19500101_20241016.stm","Cropland, rainfed"
909,"Hoal-36","HOAL",48.15696,15.14796,289.296,"0.5-0.5",0.5,2013,2019,2018,14.2857142857143,6,"/home/xosto002/Beachelor_thesis/HOAL/Hoal-36/HOAL_HOAL_Hoal-36_sm_0.500000_0.500000_SPADE-Time-Domain-Transmissivity_19500101_20241016.stm","Cropland, rainfed"
1078,"Aguero","IPE",42.30873,-0.8056,746.35,"0-0.06",0.03,2012,2020,NA,0,9,"/home/xosto002/Beachelor_thesis/IMA_CAN1/station2/IMA-CAN1_IMA-CAN1_station2_sm_0.100000_0.100000_5TM_19500101_20241016.stm","Cropland, rainfed (Level 1, CCI-LC)"
1087,"Cogne","LABFLUX",45.6,7.35,1730,"0.2-0.2",0.2,2015,2022,NA,0,8,"/home/xosto002/Beachelor_thesis/IPE/Aguero/IPE_IPE_Aguero_sm_0.000000_0.300000_CS616_19500101_20241016.stm","Tree cover, mixed leaf type (broadleaved and needleleaved)"
1088,"Cogne","LABFLUX",45.6,7.35,1730,"0.4-0.4",0.4,2015,2022,NA,0,8,"/home/xosto002/Beachelor_thesis/IPE/Penaflor/IPE_IPE_Penaflor_sm_0.100000_0.100000_CS650_19500101_20241016.stm","Shrubland"
1089,"Nivolet","LABFLUX",45.51918,7.17144,2555,"0.1-0.1",0.1,2018,2024,NA,0,7,"/home/xosto002/Beachelor_thesis/LABFLUX/Bussolenobosco/LABFLUX_LABFLUX_Bussolenobosco_sm_0.100000_0.100000_Meter-EC-5_19500101_20241016.stm","Tree cover, broadleaved, deciduous, Closed to open (>15%)"
1090,"Nivolet","LABFLUX",45.51918,7.17144,2555,"0.2-0.2",0.2,2018,2024,NA,0,7,"/home/xosto002/Beachelor_thesis/LABFLUX/Bussolenobosco/LABFLUX_LABFLUX_Bussolenobosco_sm_0.200000_0.200000_Meter-EC-5_19500101_20241016.stm","Tree cover, broadleaved, deciduous, Closed to open (>15%)"
1091,"Nivolet","LABFLUX",45.51918,7.17144,2555,"0.4-0.4",0.4,2018,2024,NA,0,7,"/home/xosto002/Beachelor_thesis/LABFLUX/Bussolenobosco/LABFLUX_LABFLUX_Bussolenobosco_sm_0.400000_0.400000_Meter-EC-5_19500101_20241016.stm","Tree cover, broadleaved, deciduous, Closed to open (>15%)"
1097,"Falkenberg","MOL-RAO",52.16694,14.12417,73,"0.08-0.08",0.08,2003,2020,NA,0,18,"/home/xosto002/Beachelor_thesis/LABFLUX/Nivolet/LABFLUX_LABFLUX_Nivolet_sm_0.100000_0.100000_Meter-EC-5_19500101_20241016.stm","Cropland, rainfed"
1098,"Falkenberg","MOL-RAO",52.16694,14.12417,73,"0.15-0.15",0.15,2003,2020,NA,0,18,"/home/xosto002/Beachelor_thesis/LABFLUX/Nivolet/LABFLUX_LABFLUX_Nivolet_sm_0.200000_0.200000_Meter-EC-5_19500101_20241016.stm","Cropland, rainfed"
1099,"Falkenberg","MOL-RAO",52.16694,14.12417,73,"0.3-0.3",0.3,2003,2020,NA,0,18,"/home/xosto002/Beachelor_thesis/LABFLUX/Nivolet/LABFLUX_LABFLUX_Nivolet_sm_0.400000_0.400000_Meter-EC-5_19500101_20241016.stm","Cropland, rainfed"
1100,"Falkenberg","MOL-RAO",52.16694,14.12417,73,"0.45-0.45",0.45,2003,2020,NA,0,18,"/home/xosto002/Beachelor_thesis/METEROBS/MontePino/METEROBS_METEROBS_MontePino_sm_0.100000_0.100000_EnviroSCAN_19500101_20241016.stm","grassland"
1101,"Falkenberg","MOL-RAO",52.16694,14.12417,73,"0.6-0.6",0.6,2003,2011,NA,0,9,"/home/xosto002/Beachelor_thesis/METEROBS/MontePino/METEROBS_METEROBS_MontePino_sm_0.200000_0.200000_EnviroSCAN_19500101_20241016.stm","grassland"
1102,"Falkenberg","MOL-RAO",52.16694,14.12417,73,"0.9-0.9",0.9,2003,2020,NA,0,18,"/home/xosto002/Beachelor_thesis/METEROBS/MontePino/METEROBS_METEROBS_MontePino_sm_0.300000_0.300000_EnviroSCAN_19500101_20241016.stm","grassland"
1103,"Kehrigk","MOL-RAO",52.18222,13.95389,49,"0.1-0.1",0.1,2003,2016,NA,0,14,"/home/xosto002/Beachelor_thesis/METEROBS/MontePino/METEROBS_METEROBS_MontePino_sm_0.400000_0.400000_EnviroSCAN_19500101_20241016.stm","grassland"
1104,"Kehrigk","MOL-RAO",52.18222,13.95389,49,"0.2-0.2",0.2,2003,2016,2008,2009,14.2857142857143,"/home/xosto002/Beachelor_thesis/METEROBS/MontePino/METEROBS_METEROBS_MontePino_sm_0.500000_0.500000_EnviroSCAN_19500101_20241016.stm","grassland"
12,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"/home/xosto002/Beachelor_thesis/BIEBRZA_S-1/grassland-soil-1/BIEBRZA-S-1_BIEBRZA-S-1_grassland-soil-1_sm_0.200000_0.200000_GS-3_19500101_20241016.stm","grassland"
1105,"Kehrigk","MOL-RAO",52.18222,13.95389,49,"0.3-0.3",0.3,2003,2016,NA,0,14,"/home/xosto002/Beachelor_thesis/MOL-RAO/Falkenberg/MOL-RAO_MOL-RAO_Falkenberg_sm_0.080000_0.080000_TRIME-EZ_19500101_20241016.stm","grassland/farmland"
1106,"Kehrigk","MOL-RAO",52.18222,13.95389,49,"0.6-0.6",0.6,2003,2016,2008,2009,14.2857142857143,"/home/xosto002/Beachelor_thesis/MOL-RAO/Falkenberg/MOL-RAO_MOL-RAO_Falkenberg_sm_0.150000_0.150000_TRIME-EZ_19500101_20241016.stm","grassland/farmland"
12,"","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"/home/xosto002/Beachelor_thesis/BIEBRZA_S-1/grassland-soil-1/BIEBRZA-S-1_BIEBRZA-S-1_grassland-soil-1_sm_0.200000_0.200000_GS-3_19500101_20241016.stm","grassland"
1107,"Kehrigk","MOL-RAO",52.18222,13.95389,49,"0.9-0.9",0.9,2003,2016,NA,0,14,"/home/xosto002/Beachelor_thesis/MOL-RAO/Falkenberg/MOL-RAO_MOL-RAO_Falkenberg_sm_0.300000_0.300000_TRIME-EZ_19500101_20241016.stm","grassland/farmland"
1108,"Kehrigk","MOL-RAO",52.18222,13.95389,49,"1.5-1.5",1.5,2003,2016,2008,7.14285714285714,13,"/home/xosto002/Beachelor_thesis/MOL-RAO/Falkenberg/MOL-RAO_MOL-RAO_Falkenberg_sm_0.450000_0.450000_TRIME-EZ_19500101_20241016.stm","grassland/farmland"
1141,"BOISSY","ORACLE",48.8239,3.1397,130.856,"0.05-0.05",0.05,1996,2013,NA,0,18,"/home/xosto002/Beachelor_thesis/NVE/28.13.0Saerheim/NVE_NVE_28.13.0Saerheim_sm_0.100000_0.100000_Delta-T-PR1-daily-averages_19500101_20241016.stm","Cropland, rainfed"
1142,"BOISSY","ORACLE",48.8239,3.1397,130.856,"0.05-0.05",0.05,1996,2013,NA,0,18,"/home/xosto002/Beachelor_thesis/NVE/28.13.0Saerheim/NVE_NVE_28.13.0Saerheim_sm_0.200000_0.200000_Delta-T-PR1-daily-averages_19500101_20241016.stm","Cropland, rainfed"
1145,"BOISSY","ORACLE",48.8239,3.1397,130.856,"0.15-0.15",0.15,1996,2013,NA,0,18,"/home/xosto002/Beachelor_thesis/NVE/28.13.0Saerheim/NVE_NVE_28.13.0Saerheim_sm_1.000000_1.000000_Delta-T-PR1-daily-averages_19500101_20241016.stm","Cropland, rainfed"
1146,"BOISSY","ORACLE",48.8239,3.1397,130.856,"0.15-0.15",0.15,1996,2013,NA,0,18,"/home/xosto002/Beachelor_thesis/NVE/5.7.0As/NVE_NVE_5.7.0As_sm_0.100000_0.100000_Decagon-5-TM-daily-averages_19500101_20241016.stm","Cropland, rainfed"
1149,"BOISSY","ORACLE",48.8239,3.1397,130.856,"0.25-0.25",0.25,1996,2013,NA,0,18,"/home/xosto002/Beachelor_thesis/ORACLE/BOISSY/ORACLE_ORACLE_BOISSY_sm_0.050000_0.050000_TRASE-16-A_19500101_20241016.stm","Urban areas"
1150,"BOISSY","ORACLE",48.8239,3.1397,130.856,"0.25-0.25",0.25,1996,2013,NA,0,18,"/home/xosto002/Beachelor_thesis/ORACLE/BOISSY/ORACLE_ORACLE_BOISSY_sm_0.050000_0.050000_TRASE-16-B_19500101_20241016.stm","Urban areas"
1153,"BOISSY","ORACLE",48.8239,3.1397,130.856,"0.35-0.35",0.35,1996,2013,NA,0,18,"/home/xosto002/Beachelor_thesis/ORACLE/BOISSY/ORACLE_ORACLE_BOISSY_sm_0.150000_0.150000_TRASE-16-A_19500101_20241016.stm","Urban areas"
1154,"BOISSY","ORACLE",48.8239,3.1397,130.856,"0.35-0.35",0.35,1996,2013,NA,0,18,"/home/xosto002/Beachelor_thesis/ORACLE/BOISSY/ORACLE_ORACLE_BOISSY_sm_0.150000_0.150000_TRASE-16-B_19500101_20241016.stm","Urban areas"
1157,"BOISSY","ORACLE",48.8239,3.1397,130.856,"0.45-0.45",0.45,1996,2013,NA,0,18,"/home/xosto002/Beachelor_thesis/ORACLE/BOISSY/ORACLE_ORACLE_BOISSY_sm_0.250000_0.250000_TRASE-16-A_19500101_20241016.stm","Urban areas"
1158,"BOISSY","ORACLE",48.8239,3.1397,130.856,"0.45-0.45",0.45,1996,2013,NA,0,18,"/home/xosto002/Beachelor_thesis/ORACLE/BOISSY/ORACLE_ORACLE_BOISSY_sm_0.250000_0.250000_TRASE-16-B_19500101_20241016.stm","Urban areas"
1161,"BOISSY","ORACLE",48.8239,3.1397,130.856,"0.55-0.55",0.55,1996,2013,NA,0,18,"/home/xosto002/Beachelor_thesis/ORACLE/BOISSY/ORACLE_ORACLE_BOISSY_sm_0.350000_0.350000_TRASE-16-A_19500101_20241016.stm","Urban areas"
1166,"BOISSY","ORACLE",48.8239,3.1397,130.856,"0.75-0.75",0.75,1996,2013,NA,0,18,"/home/xosto002/Beachelor_thesis/ORACLE/BOISSY/ORACLE_ORACLE_BOISSY_sm_0.450000_0.450000_TRASE-16-B_19500101_20241016.stm","Urban areas"
1171,"BOISSY","ORACLE",48.8239,3.1397,130.856,"0.95-0.95",0.95,1996,2013,NA,0,18,"/home/xosto002/Beachelor_thesis/ORACLE/BOISSY/ORACLE_ORACLE_BOISSY_sm_0.650000_0.650000_Solo-40-B_19500101_20241016.stm","Urban areas"
1175,"BOISSY","ORACLE",48.8239,3.1397,130.856,"1.15-1.15",1.15,1996,2013,NA,0,18,"/home/xosto002/Beachelor_thesis/ORACLE/BOISSY/ORACLE_ORACLE_BOISSY_sm_0.850000_0.850000_Solo-40-A_19500101_20241016.stm","Urban areas"
1176,"BOISSY","ORACLE",48.8239,3.1397,130.856,"1.35-1.35",1.35,1996,2013,NA,0,18,"/home/xosto002/Beachelor_thesis/ORACLE/BOISSY/ORACLE_ORACLE_BOISSY_sm_0.850000_0.850000_Solo-40-B_19500101_20241016.stm","Urban areas"
1177,"BOISSY","ORACLE",48.8239,3.1397,130.856,"1.55-1.55",1.55,1996,2013,NA,0,18,"/home/xosto002/Beachelor_thesis/ORACLE/BOISSY/ORACLE_ORACLE_BOISSY_sm_0.950000_0.950000_Solo-40-A_19500101_20241016.stm","Urban areas"
1180,"CHEVRU","ORACLE",48.7267,3.2031,153.977,"0.03-0.03",0.03,2008,2013,NA,0,6,"/home/xosto002/Beachelor_thesis/ORACLE/BOISSY/ORACLE_ORACLE_BOISSY_sm_1.050000_1.050000_Solo-40-A_19500101_20241016.stm","Urban areas"
1181,"CHEVRU","ORACLE",48.7267,3.2031,153.977,"0.06-0.06",0.06,2008,2013,NA,0,6,"/home/xosto002/Beachelor_thesis/ORACLE/BOISSY/ORACLE_ORACLE_BOISSY_sm_1.050000_1.050000_Solo-40-B_19500101_20241016.stm","Urban areas"
1182,"ESTERNAY","ORACLE",48.7419,3.5797,182.384,"0.03-0.03",0.03,2008,2013,NA,0,6,"/home/xosto002/Beachelor_thesis/ORACLE/BOISSY/ORACLE_ORACLE_BOISSY_sm_1.150000_1.150000_Solo-40_19500101_20241016.stm","Urban areas"
1183,"ESTERNAY","ORACLE",48.7419,3.5797,182.384,"0.06-0.06",0.06,2008,2013,NA,0,6,"/home/xosto002/Beachelor_thesis/ORACLE/BOISSY/ORACLE_ORACLE_BOISSY_sm_1.150000_1.150000_TRASE-16_19500101_20241016.stm","Urban areas"
1184,"SUIZY","ORACLE",48.6114,3.34888,175.469,"0.05-0.05",0.05,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/BOISSY/ORACLE_ORACLE_BOISSY_sm_1.350000_1.350000_TRASE-16_19500101_20241016.stm","Urban areas"
1185,"SUIZY","ORACLE",48.6114,3.34888,175.469,"0.05-0.05",0.05,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/BOISSY/ORACLE_ORACLE_BOISSY_sm_1.550000_1.550000_TRASE-16_19500101_20241016.stm","Urban areas"
1186,"SUIZY","ORACLE",48.6114,3.34888,175.469,"0.1-0.1",0.1,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/CERNEUX/ORACLE_ORACLE_CERNEUX_sm_0.030000_0.030000_ThetaProbe-ML2X_19500101_20241016.stm","Cropland, rainfed"
1187,"SUIZY","ORACLE",48.6114,3.34888,175.469,"0.1-0.1",0.1,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/CERNEUX/ORACLE_ORACLE_CERNEUX_sm_0.060000_0.060000_ThetaProbe-ML2X_19500101_20241016.stm","Cropland, rainfed"
1188,"SUIZY","ORACLE",48.6114,3.34888,175.469,"0.2-0.2",0.2,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/CHEVRU/ORACLE_ORACLE_CHEVRU_sm_0.030000_0.030000_ThetaProbe-ML2X_19500101_20241016.stm","Cropland, rainfed"
1189,"SUIZY","ORACLE",48.6114,3.34888,175.469,"0.2-0.2",0.2,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/CHEVRU/ORACLE_ORACLE_CHEVRU_sm_0.060000_0.060000_ThetaProbe-ML2X_19500101_20241016.stm","Cropland, rainfed"
1190,"SUIZY","ORACLE",48.6114,3.34888,175.469,"0.3-0.3",0.3,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/ESTERNAY/ORACLE_ORACLE_ESTERNAY_sm_0.030000_0.030000_ThetaProbe-ML2X_19500101_20241016.stm","Cropland, rainfed"
1191,"SUIZY","ORACLE",48.6114,3.34888,175.469,"0.3-0.3",0.3,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/ESTERNAY/ORACLE_ORACLE_ESTERNAY_sm_0.060000_0.060000_ThetaProbe-ML2X_19500101_20241016.stm","Cropland, rainfed"
1192,"SUIZY","ORACLE",48.6114,3.34888,175.469,"0.4-0.4",0.4,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/SUIZY/ORACLE_ORACLE_SUIZY_sm_0.050000_0.050000_TRASE-16-A_19500101_20241016.stm","Cropland, rainfed"
1193,"SUIZY","ORACLE",48.6114,3.34888,175.469,"0.4-0.4",0.4,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/SUIZY/ORACLE_ORACLE_SUIZY_sm_0.050000_0.050000_TRASE-16-B_19500101_20241016.stm","Cropland, rainfed"
1194,"SUIZY","ORACLE",48.6114,3.34888,175.469,"0.5-0.5",0.5,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/SUIZY/ORACLE_ORACLE_SUIZY_sm_0.100000_0.100000_TRASE-16-A_19500101_20241016.stm","Cropland, rainfed"
1195,"SUIZY","ORACLE",48.6114,3.34888,175.469,"0.7-0.7",0.7,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/SUIZY/ORACLE_ORACLE_SUIZY_sm_0.100000_0.100000_TRASE-16-B_19500101_20241016.stm","Cropland, rainfed"
1196,"SUIZY","ORACLE",48.6114,3.34888,175.469,"0.9-0.9",0.9,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/SUIZY/ORACLE_ORACLE_SUIZY_sm_0.200000_0.200000_TRASE-16-A_19500101_20241016.stm","Cropland, rainfed"
1197,"SUIZY","ORACLE",48.6114,3.34888,175.469,"1.1-1.1",1.1,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/SUIZY/ORACLE_ORACLE_SUIZY_sm_0.200000_0.200000_TRASE-16-B_19500101_20241016.stm","Cropland, rainfed"
1199,"SUIZY","ORACLE",48.6114,3.34888,175.469,"1.5-1.5",1.5,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/SUIZY/ORACLE_ORACLE_SUIZY_sm_0.300000_0.300000_TRASE-16-B_19500101_20241016.stm","Cropland, rainfed"
1200,"VOULTON","ORACLE",48.9333,3.7314,227.675,"0.05-0.05",0.05,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/SUIZY/ORACLE_ORACLE_SUIZY_sm_0.400000_0.400000_TRASE-16-A_19500101_20241016.stm","Cropland, rainfed"
1202,"VOULTON","ORACLE",48.9333,3.7314,227.675,"0.1-0.1",0.1,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/SUIZY/ORACLE_ORACLE_SUIZY_sm_0.500000_0.500000_TRASE-16_19500101_20241016.stm","Cropland, rainfed"
1203,"VOULTON","ORACLE",48.9333,3.7314,227.675,"0.1-0.1",0.1,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/SUIZY/ORACLE_ORACLE_SUIZY_sm_0.700000_0.700000_TRASE-16_19500101_20241016.stm","Cropland, rainfed"
1204,"VOULTON","ORACLE",48.9333,3.7314,227.675,"0.2-0.2",0.2,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/SUIZY/ORACLE_ORACLE_SUIZY_sm_0.900000_0.900000_TRASE-16_19500101_20241016.stm","Cropland, rainfed"
1205,"VOULTON","ORACLE",48.9333,3.7314,227.675,"0.2-0.2",0.2,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/SUIZY/ORACLE_ORACLE_SUIZY_sm_1.100000_1.100000_TRASE-16_19500101_20241016.stm","Cropland, rainfed"
1206,"VOULTON","ORACLE",48.9333,3.7314,227.675,"0.3-0.3",0.3,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/SUIZY/ORACLE_ORACLE_SUIZY_sm_1.300000_1.300000_TRASE-16_19500101_20241016.stm","Cropland, rainfed"
1207,"VOULTON","ORACLE",48.9333,3.7314,227.675,"0.3-0.3",0.3,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/SUIZY/ORACLE_ORACLE_SUIZY_sm_1.500000_1.500000_TRASE-16_19500101_20241016.stm","Cropland, rainfed"
1208,"VOULTON","ORACLE",48.9333,3.7314,227.675,"0.4-0.4",0.4,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/VOULTON/ORACLE_ORACLE_VOULTON_sm_0.050000_0.050000_TRASE-16-A_19500101_20241016.stm","Cropland, rainfed"
1209,"VOULTON","ORACLE",48.9333,3.7314,227.675,"0.4-0.4",0.4,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/VOULTON/ORACLE_ORACLE_VOULTON_sm_0.050000_0.050000_TRASE-16-B_19500101_20241016.stm","Cropland, rainfed"
1210,"VOULTON","ORACLE",48.9333,3.7314,227.675,"0.5-0.5",0.5,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/VOULTON/ORACLE_ORACLE_VOULTON_sm_0.100000_0.100000_TRASE-16-A_19500101_20241016.stm","Cropland, rainfed"
1211,"VOULTON","ORACLE",48.9333,3.7314,227.675,"0.7-0.7",0.7,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/VOULTON/ORACLE_ORACLE_VOULTON_sm_0.100000_0.100000_TRASE-16-B_19500101_20241016.stm","Cropland, rainfed"
1212,"VOULTON","ORACLE",48.9333,3.7314,227.675,"0.9-0.9",0.9,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/VOULTON/ORACLE_ORACLE_VOULTON_sm_0.200000_0.200000_TRASE-16-A_19500101_20241016.stm","Cropland, rainfed"
1213,"VOULTON","ORACLE",48.9333,3.7314,227.675,"1.1-1.1",1.1,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/VOULTON/ORACLE_ORACLE_VOULTON_sm_0.200000_0.200000_TRASE-16-B_19500101_20241016.stm","Cropland, rainfed"
1214,"VOULTON","ORACLE",48.9333,3.7314,227.675,"1.3-1.3",1.3,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/VOULTON/ORACLE_ORACLE_VOULTON_sm_0.300000_0.300000_TRASE-16-A_19500101_20241016.stm","Cropland, rainfed"
1215,"VOULTON","ORACLE",48.9333,3.7314,227.675,"1.5-1.5",1.5,2006,2013,NA,0,8,"/home/xosto002/Beachelor_thesis/ORACLE/VOULTON/ORACLE_ORACLE_VOULTON_sm_0.300000_0.300000_TRASE-16-B_19500101_20241016.stm","Cropland, rainfed"
1216,"Canizal","REMEDHUS",41.19603,-5.35997,-99.9,"0-0.05",0.025,2007,2024,NA,0,18,"/home/xosto002/Beachelor_thesis/ORACLE/VOULTON/ORACLE_ORACLE_VOULTON_sm_0.400000_0.400000_TRASE-16-A_19500101_20241016.stm","Cropland, rainfed"
1217,"Carramedina","REMEDHUS",41.31243,-5.1614,-99.9,"0-0.05",0.025,2005,2010,NA,0,6,"/home/xosto002/Beachelor_thesis/ORACLE/VOULTON/ORACLE_ORACLE_VOULTON_sm_0.400000_0.400000_TRASE-16-B_19500101_20241016.stm","Cropland, rainfed"
1218,"Carretoro","REMEDHUS",41.26504,-5.38049,-99.9,"0-0.05",0.025,2005,2024,NA,0,20,"/home/xosto002/Beachelor_thesis/ORACLE/VOULTON/ORACLE_ORACLE_VOULTON_sm_0.500000_0.500000_TRASE-16_19500101_20241016.stm","Cropland, rainfed"
1220,"CasaPeriles","REMEDHUS",41.39392,-5.32146,-99.9,"0-0.05",0.025,2005,2024,NA,0,20,"/home/xosto002/Beachelor_thesis/ORACLE/VOULTON/ORACLE_ORACLE_VOULTON_sm_0.900000_0.900000_TRASE-16_19500101_20241016.stm","Cropland, rainfed"
1221,"ConcejodelMonte","REMEDHUS",41.3001,-5.24704,-99.9,"0-0.05",0.025,2005,2024,NA,0,20,"/home/xosto002/Beachelor_thesis/ORACLE/VOULTON/ORACLE_ORACLE_VOULTON_sm_1.100000_1.100000_TRASE-16_19500101_20241016.stm","Cropland, rainfed"
1222,"ElCoto","REMEDHUS",41.38134,-5.42922,-99.9,"0-0.05",0.025,2005,2024,NA,0,20,"/home/xosto002/Beachelor_thesis/ORACLE/VOULTON/ORACLE_ORACLE_VOULTON_sm_1.300000_1.300000_TRASE-16_19500101_20241016.stm","Cropland, rainfed"
1223,"ElTomillar","REMEDHUS",41.34888,-5.49027,-99.9,"0-0.05",0.025,2009,2024,NA,0,16,"/home/xosto002/Beachelor_thesis/ORACLE/VOULTON/ORACLE_ORACLE_VOULTON_sm_1.500000_1.500000_TRASE-16_19500101_20241016.stm","Cropland, rainfed"
1224,"Granja-g","REMEDHUS",41.30582,-5.37566,-99.9,"0-0.05",0.025,2005,2024,NA,0,20,"/home/xosto002/Beachelor_thesis/REMEDHUS/Canizal/REMEDHUS_REMEDHUS_Canizal_sm_0.000000_0.050000_Stevens-Hydra-Probe_19500101_20241016.stm","Cropland, irrigated or post-flooding"
1226,"Guarena","REMEDHUS",41.20048,-5.29738,-99.9,"0-0.05",0.025,2005,2013,NA,0,9,"/home/xosto002/Beachelor_thesis/REMEDHUS/Carretoro/REMEDHUS_REMEDHUS_Carretoro_sm_0.000000_0.050000_Stevens-Hydra-Probe_19500101_20241016.stm","Cropland, rainfed"
1227,"Guarrati","REMEDHUS",41.2892,-5.46713,-99.9,"0-0.05",0.025,2005,2024,NA,0,20,"/home/xosto002/Beachelor_thesis/REMEDHUS/CasaGorrizo/REMEDHUS_REMEDHUS_CasaGorrizo_sm_0.000000_0.050000_Stevens-Hydra-Probe_19500101_20241016.stm","Cropland, rainfed"
1228,"LaAtalaya","REMEDHUS",41.14894,-5.39757,-99.9,"0-0.05",0.025,2005,2017,2010,7.69230769230769,12,"/home/xosto002/Beachelor_thesis/REMEDHUS/CasaPeriles/REMEDHUS_REMEDHUS_CasaPeriles_sm_0.000000_0.050000_Stevens-Hydra-Probe_19500101_20241016.stm","Cropland, rainfed"
