"ID","Name","Station","Latitude","Longitude","Elevation","Depth","Avg_Depth","Beginning_Year","Ending_Year","Missing_Years","Percentage_Missing_Values","Number_of_Full_Years","Filename","Land_Cover"
316,"Plynlimon","COSMOS-UK",52.45338,-3.76259,542,"0-0.3",0.15,2014,2022,NA,0,9,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Plynlimon/COSMOS-UK_COSMOS-UK_Plynlimon_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm","Acid grassland (empirically determined)"
317,"Plynlimon","COSMOS-UK",52.45338,-3.76259,542,"0.1-0.1",0.1,2014,2023,NA,0,10,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Plynlimon/COSMOS-UK_COSMOS-UK_Plynlimon_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm","Acid grassland (empirically determined)"
318,"Plynlimon","COSMOS-UK",52.45338,-3.76259,542,"0.1-0.1",0.1,2014,2023,NA,0,10,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Plynlimon/COSMOS-UK_COSMOS-UK_Plynlimon_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm","Acid grassland (empirically determined)"
319,"PortonDown","COSMOS-UK",51.11988,-1.68125,146,"0-0.3",0.15,2014,2022,NA,0,9,"/home/xosto002/Beachelor_thesis/COSMOS-UK/PortonDown/COSMOS-UK_COSMOS-UK_PortonDown_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm","Improved grassland (empirically determined)"
320,"PortonDown","COSMOS-UK",51.11988,-1.68125,146,"0.1-0.1",0.1,2014,2023,NA,0,10,"/home/xosto002/Beachelor_thesis/COSMOS-UK/PortonDown/COSMOS-UK_COSMOS-UK_PortonDown_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm","Improved grassland (empirically determined)"
321,"PortonDown","COSMOS-UK",51.11988,-1.68125,146,"0.1-0.1",0.1,2014,2023,NA,0,10,"/home/xosto002/Beachelor_thesis/COSMOS-UK/PortonDown/COSMOS-UK_COSMOS-UK_PortonDown_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm","Improved grassland (empirically determined)"
322,"Redhill","COSMOS-UK",51.26287,0.42914,91,"0-0.3",0.15,2016,2022,NA,0,7,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Redhill/COSMOS-UK_COSMOS-UK_Redhill_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm","Orchard (empirically determined)"
323,"Redhill","COSMOS-UK",51.26287,0.42914,91,"0.1-0.1",0.1,2016,2023,NA,0,8,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Redhill/COSMOS-UK_COSMOS-UK_Redhill_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm","Orchard (empirically determined)"
324,"Redhill","COSMOS-UK",51.26287,0.42914,91,"0.1-0.1",0.1,2016,2023,NA,0,8,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Redhill/COSMOS-UK_COSMOS-UK_Redhill_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm","Orchard (empirically determined)"
328,"Riseholme","COSMOS-UK",53.26165,-0.52591,53,"0-0.3",0.15,2016,2022,NA,0,7,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Riseholme/COSMOS-UK_COSMOS-UK_Riseholme_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm","Improved grassland (empirically determined)"
329,"Riseholme","COSMOS-UK",53.26165,-0.52591,53,"0.05-0.05",0.05,2016,2023,NA,0,8,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Riseholme/COSMOS-UK_COSMOS-UK_Riseholme_sm_0.050000_0.050000_TDT-A_19500101_20241016.stm","Improved grassland (empirically determined)"
330,"Riseholme","COSMOS-UK",53.26165,-0.52591,53,"0.05-0.05",0.05,2016,2023,NA,0,8,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Riseholme/COSMOS-UK_COSMOS-UK_Riseholme_sm_0.050000_0.050000_TDT-B_19500101_20241016.stm","Improved grassland (empirically determined)"
331,"Riseholme","COSMOS-UK",53.26165,-0.52591,53,"0.1-0.1",0.1,2016,2023,NA,0,8,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Riseholme/COSMOS-UK_COSMOS-UK_Riseholme_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm","Improved grassland (empirically determined)"
332,"Riseholme","COSMOS-UK",53.26165,-0.52591,53,"0.1-0.1",0.1,2016,2023,NA,0,8,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Riseholme/COSMOS-UK_COSMOS-UK_Riseholme_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm","Improved grassland (empirically determined)"
333,"Riseholme","COSMOS-UK",53.26165,-0.52591,53,"0.15-0.15",0.15,2016,2023,NA,0,8,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Riseholme/COSMOS-UK_COSMOS-UK_Riseholme_sm_0.150000_0.150000_TDT-A_19500101_20241016.stm","Improved grassland (empirically determined)"
334,"Riseholme","COSMOS-UK",53.26165,-0.52591,53,"0.15-0.15",0.15,2016,2023,NA,0,8,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Riseholme/COSMOS-UK_COSMOS-UK_Riseholme_sm_0.150000_0.150000_TDT-B_19500101_20241016.stm","Improved grassland (empirically determined)"
335,"Riseholme","COSMOS-UK",53.26165,-0.52591,53,"0.25-0.25",0.25,2016,2023,NA,0,8,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Riseholme/COSMOS-UK_COSMOS-UK_Riseholme_sm_0.250000_0.250000_TDT-A_19500101_20241016.stm","Improved grassland (empirically determined)"
336,"Riseholme","COSMOS-UK",53.26165,-0.52591,53,"0.25-0.25",0.25,2016,2023,NA,0,8,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Riseholme/COSMOS-UK_COSMOS-UK_Riseholme_sm_0.250000_0.250000_TDT-B_19500101_20241016.stm","Improved grassland (empirically determined)"
337,"Riseholme","COSMOS-UK",53.26165,-0.52591,53,"0.5-0.5",0.5,2016,2023,NA,0,8,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Riseholme/COSMOS-UK_COSMOS-UK_Riseholme_sm_0.500000_0.500000_TDT-A_19500101_20241016.stm","Improved grassland (empirically determined)"
338,"Riseholme","COSMOS-UK",53.26165,-0.52591,53,"0.5-0.5",0.5,2016,2023,NA,0,8,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Riseholme/COSMOS-UK_COSMOS-UK_Riseholme_sm_0.500000_0.500000_TDT-B_19500101_20241016.stm","Improved grassland (empirically determined)"
339,"Rothamsted","COSMOS-UK",51.81387,-0.37832,131,"0-0.3",0.15,2014,2022,NA,0,9,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Rothamsted/COSMOS-UK_COSMOS-UK_Rothamsted_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm","Arable and horticulture (empirically determined)"
340,"Rothamsted","COSMOS-UK",51.81387,-0.37832,131,"0.1-0.1",0.1,2014,2023,NA,0,10,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Rothamsted/COSMOS-UK_COSMOS-UK_Rothamsted_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm","Arable and horticulture (empirically determined)"
341,"Rothamsted","COSMOS-UK",51.81387,-0.37832,131,"0.1-0.1",0.1,2014,2023,NA,0,10,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Rothamsted/COSMOS-UK_COSMOS-UK_Rothamsted_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm","Arable and horticulture (empirically determined)"
342,"Sheepdrove","COSMOS-UK",51.53032,-1.48187,170,"0-0.3",0.15,2013,2022,NA,0,10,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Sheepdrove/COSMOS-UK_COSMOS-UK_Sheepdrove_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm","Arable and horticulture (previously improved grassland) (empirically determined)"
345,"Sheepdrove","COSMOS-UK",51.53032,-1.48187,170,"0.1-0.1",0.1,2013,2023,2016,9.09090909090909,10,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Sheepdrove/COSMOS-UK_COSMOS-UK_Sheepdrove_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm","Arable and horticulture (previously improved grassland) (empirically determined)"
346,"Sheepdrove","COSMOS-UK",51.53032,-1.48187,170,"0.1-0.1",0.1,2013,2023,NA,0,11,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Sheepdrove/COSMOS-UK_COSMOS-UK_Sheepdrove_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm","Arable and horticulture (previously improved grassland) (empirically determined)"
356,"SpenFarm","COSMOS-UK",53.86886,-1.31886,57,"0-0.3",0.15,2016,2022,NA,0,7,"/home/xosto002/Beachelor_thesis/COSMOS-UK/SpenFarm/COSMOS-UK_COSMOS-UK_SpenFarm_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm","Arable and horticulture (empirically determined)"
357,"SpenFarm","COSMOS-UK",53.86886,-1.31886,57,"0.05-0.05",0.05,2016,2023,NA,0,8,"/home/xosto002/Beachelor_thesis/COSMOS-UK/SpenFarm/COSMOS-UK_COSMOS-UK_SpenFarm_sm_0.050000_0.050000_TDT-A_19500101_20241016.stm","Arable and horticulture (empirically determined)"
358,"SpenFarm","COSMOS-UK",53.86886,-1.31886,57,"0.05-0.05",0.05,2016,2023,NA,0,8,"/home/xosto002/Beachelor_thesis/COSMOS-UK/SpenFarm/COSMOS-UK_COSMOS-UK_SpenFarm_sm_0.050000_0.050000_TDT-B_19500101_20241016.stm","Arable and horticulture (empirically determined)"
359,"SpenFarm","COSMOS-UK",53.86886,-1.31886,57,"0.1-0.1",0.1,2016,2023,NA,0,8,"/home/xosto002/Beachelor_thesis/COSMOS-UK/SpenFarm/COSMOS-UK_COSMOS-UK_SpenFarm_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm","Arable and horticulture (empirically determined)"
360,"SpenFarm","COSMOS-UK",53.86886,-1.31886,57,"0.1-0.1",0.1,2016,2023,NA,0,8,"/home/xosto002/Beachelor_thesis/COSMOS-UK/SpenFarm/COSMOS-UK_COSMOS-UK_SpenFarm_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm","Arable and horticulture (empirically determined)"
361,"SpenFarm","COSMOS-UK",53.86886,-1.31886,57,"0.15-0.15",0.15,2016,2023,NA,0,8,"/home/xosto002/Beachelor_thesis/COSMOS-UK/SpenFarm/COSMOS-UK_COSMOS-UK_SpenFarm_sm_0.150000_0.150000_TDT-A_19500101_20241016.stm","Arable and horticulture (empirically determined)"
362,"SpenFarm","COSMOS-UK",53.86886,-1.31886,57,"0.15-0.15",0.15,2016,2023,NA,0,8,"/home/xosto002/Beachelor_thesis/COSMOS-UK/SpenFarm/COSMOS-UK_COSMOS-UK_SpenFarm_sm_0.150000_0.150000_TDT-B_19500101_20241016.stm","Arable and horticulture (empirically determined)"
363,"SpenFarm","COSMOS-UK",53.86886,-1.31886,57,"0.25-0.25",0.25,2016,2023,NA,0,8,"/home/xosto002/Beachelor_thesis/COSMOS-UK/SpenFarm/COSMOS-UK_COSMOS-UK_SpenFarm_sm_0.250000_0.250000_TDT-A_19500101_20241016.stm","Arable and horticulture (empirically determined)"
364,"SpenFarm","COSMOS-UK",53.86886,-1.31886,57,"0.25-0.25",0.25,2016,2023,NA,0,8,"/home/xosto002/Beachelor_thesis/COSMOS-UK/SpenFarm/COSMOS-UK_COSMOS-UK_SpenFarm_sm_0.250000_0.250000_TDT-B_19500101_20241016.stm","Arable and horticulture (empirically determined)"
365,"SpenFarm","COSMOS-UK",53.86886,-1.31886,57,"0.5-0.5",0.5,2016,2023,NA,0,8,"/home/xosto002/Beachelor_thesis/COSMOS-UK/SpenFarm/COSMOS-UK_COSMOS-UK_SpenFarm_sm_0.500000_0.500000_TDT-A_19500101_20241016.stm","Arable and horticulture (empirically determined)"
366,"SpenFarm","COSMOS-UK",53.86886,-1.31886,57,"0.5-0.5",0.5,2016,2023,NA,0,8,"/home/xosto002/Beachelor_thesis/COSMOS-UK/SpenFarm/COSMOS-UK_COSMOS-UK_SpenFarm_sm_0.500000_0.500000_TDT-B_19500101_20241016.stm","Arable and horticulture (empirically determined)"
367,"Stiperstones","COSMOS-UK",52.58125,-2.94469,432,"0-0.3",0.15,2014,2022,NA,0,9,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Stiperstones/COSMOS-UK_COSMOS-UK_Stiperstones_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm","Improved grassland (empirically determined)"
368,"Stiperstones","COSMOS-UK",52.58125,-2.94469,432,"0.1-0.1",0.1,2014,2023,NA,0,10,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Stiperstones/COSMOS-UK_COSMOS-UK_Stiperstones_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm","Improved grassland (empirically determined)"
369,"Stiperstones","COSMOS-UK",52.58125,-2.94469,432,"0.1-0.1",0.1,2014,2023,NA,0,10,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Stiperstones/COSMOS-UK_COSMOS-UK_Stiperstones_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm","Improved grassland (empirically determined)"
370,"Stoughton","COSMOS-UK",52.60164,-1.04701,130,"0-0.3",0.15,2015,2022,NA,0,8,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Stoughton/COSMOS-UK_COSMOS-UK_Stoughton_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm","Arable and horticulture (empirically determined)"
371,"Stoughton","COSMOS-UK",52.60164,-1.04701,130,"0.1-0.1",0.1,2015,2023,NA,0,9,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Stoughton/COSMOS-UK_COSMOS-UK_Stoughton_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm","Arable and horticulture (empirically determined)"
372,"Stoughton","COSMOS-UK",52.60164,-1.04701,130,"0.1-0.1",0.1,2015,2023,NA,0,9,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Stoughton/COSMOS-UK_COSMOS-UK_Stoughton_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm","Arable and horticulture (empirically determined)"
375,"Sydling","COSMOS-UK",50.82837,-2.52789,249,"0.05-0.05",0.05,2018,2023,NA,0,6,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Sydling/COSMOS-UK_COSMOS-UK_Sydling_sm_0.050000_0.050000_TDT-B_19500101_20241016.stm","Improved grassland (empirically determined)"
376,"Sydling","COSMOS-UK",50.82837,-2.52789,249,"0.1-0.1",0.1,2018,2023,NA,0,6,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Sydling/COSMOS-UK_COSMOS-UK_Sydling_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm","Improved grassland (empirically determined)"
377,"Sydling","COSMOS-UK",50.82837,-2.52789,249,"0.1-0.1",0.1,2018,2023,NA,0,6,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Sydling/COSMOS-UK_COSMOS-UK_Sydling_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm","Improved grassland (empirically determined)"
379,"Sydling","COSMOS-UK",50.82837,-2.52789,249,"0.15-0.15",0.15,2018,2023,NA,0,6,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Sydling/COSMOS-UK_COSMOS-UK_Sydling_sm_0.150000_0.150000_TDT-B_19500101_20241016.stm","Improved grassland (empirically determined)"
380,"Sydling","COSMOS-UK",50.82837,-2.52789,249,"0.25-0.25",0.25,2018,2023,NA,0,6,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Sydling/COSMOS-UK_COSMOS-UK_Sydling_sm_0.250000_0.250000_TDT-A_19500101_20241016.stm","Improved grassland (empirically determined)"
381,"Sydling","COSMOS-UK",50.82837,-2.52789,249,"0.25-0.25",0.25,2018,2023,NA,0,6,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Sydling/COSMOS-UK_COSMOS-UK_Sydling_sm_0.250000_0.250000_TDT-B_19500101_20241016.stm","Improved grassland (empirically determined)"
382,"Sydling","COSMOS-UK",50.82837,-2.52789,249,"0.5-0.5",0.5,2018,2023,NA,0,6,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Sydling/COSMOS-UK_COSMOS-UK_Sydling_sm_0.500000_0.500000_TDT-A_19500101_20241016.stm","Improved grassland (empirically determined)"
384,"TheLizard","COSMOS-UK",50.03281,-5.19988,85,"0-0.3",0.15,2014,2022,NA,0,9,"/home/xosto002/Beachelor_thesis/COSMOS-UK/TheLizard/COSMOS-UK_COSMOS-UK_TheLizard_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm","Grassland (empirically determined)"
385,"TheLizard","COSMOS-UK",50.03281,-5.19988,85,"0.1-0.1",0.1,2014,2023,NA,0,10,"/home/xosto002/Beachelor_thesis/COSMOS-UK/TheLizard/COSMOS-UK_COSMOS-UK_TheLizard_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm","Grassland (empirically determined)"
386,"TheLizard","COSMOS-UK",50.03281,-5.19988,85,"0.1-0.1",0.1,2014,2023,NA,0,10,"/home/xosto002/Beachelor_thesis/COSMOS-UK/TheLizard/COSMOS-UK_COSMOS-UK_TheLizard_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm","Grassland (empirically determined)"
387,"Waddesdon","COSMOS-UK",51.83948,-0.94842,98,"0-0.3",0.15,2013,2022,NA,0,10,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Waddesdon/COSMOS-UK_COSMOS-UK_Waddesdon_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm","Improved grassland (empirically determined)"
390,"Waddesdon","COSMOS-UK",51.83948,-0.94842,98,"0.1-0.1",0.1,2013,2023,NA,0,11,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Waddesdon/COSMOS-UK_COSMOS-UK_Waddesdon_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm","Improved grassland (empirically determined)"
391,"Waddesdon","COSMOS-UK",51.83948,-0.94842,98,"0.1-0.1",0.1,2013,2023,NA,0,11,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Waddesdon/COSMOS-UK_COSMOS-UK_Waddesdon_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm","Improved grassland (empirically determined)"
409,"Writtle","COSMOS-UK",51.734,0.4179,44,"0-0.3",0.15,2017,2022,NA,0,6,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Writtle/COSMOS-UK_COSMOS-UK_Writtle_sm_0.000000_0.300000_Cosmic-ray-Probe_19500101_20241016.stm",NA
410,"Writtle","COSMOS-UK",51.734,0.4179,44,"0.05-0.05",0.05,2017,2023,NA,0,7,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Writtle/COSMOS-UK_COSMOS-UK_Writtle_sm_0.050000_0.050000_TDT-A_19500101_20241016.stm",NA
411,"Writtle","COSMOS-UK",51.734,0.4179,44,"0.05-0.05",0.05,2017,2023,NA,0,7,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Writtle/COSMOS-UK_COSMOS-UK_Writtle_sm_0.050000_0.050000_TDT-B_19500101_20241016.stm",NA
412,"Writtle","COSMOS-UK",51.734,0.4179,44,"0.1-0.1",0.1,2017,2023,NA,0,7,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Writtle/COSMOS-UK_COSMOS-UK_Writtle_sm_0.100000_0.100000_TDT-A_19500101_20241016.stm",NA
413,"Writtle","COSMOS-UK",51.734,0.4179,44,"0.1-0.1",0.1,2017,2023,NA,0,7,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Writtle/COSMOS-UK_COSMOS-UK_Writtle_sm_0.100000_0.100000_TDT-B_19500101_20241016.stm",NA
414,"Writtle","COSMOS-UK",51.734,0.4179,44,"0.15-0.15",0.15,2017,2023,NA,0,7,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Writtle/COSMOS-UK_COSMOS-UK_Writtle_sm_0.150000_0.150000_TDT-A_19500101_20241016.stm",NA
415,"Writtle","COSMOS-UK",51.734,0.4179,44,"0.15-0.15",0.15,2017,2023,NA,0,7,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Writtle/COSMOS-UK_COSMOS-UK_Writtle_sm_0.150000_0.150000_TDT-B_19500101_20241016.stm",NA
416,"Writtle","COSMOS-UK",51.734,0.4179,44,"0.25-0.25",0.25,2017,2023,NA,0,7,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Writtle/COSMOS-UK_COSMOS-UK_Writtle_sm_0.250000_0.250000_TDT-A_19500101_20241016.stm",NA
417,"Writtle","COSMOS-UK",51.734,0.4179,44,"0.25-0.25",0.25,2017,2023,NA,0,7,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Writtle/COSMOS-UK_COSMOS-UK_Writtle_sm_0.250000_0.250000_TDT-B_19500101_20241016.stm",NA
418,"Writtle","COSMOS-UK",51.734,0.4179,44,"0.5-0.5",0.5,2017,2023,NA,0,7,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Writtle/COSMOS-UK_COSMOS-UK_Writtle_sm_0.500000_0.500000_TDT-A_19500101_20241016.stm",NA
419,"Writtle","COSMOS-UK",51.734,0.4179,44,"0.5-0.5",0.5,2017,2023,NA,0,7,"/home/xosto002/Beachelor_thesis/COSMOS-UK/Writtle/COSMOS-UK_COSMOS-UK_Writtle_sm_0.500000_0.500000_TDT-B_19500101_20241016.stm",NA
518,"fraye","FR_Aqui",44.467,-0.7269,52.42,"0.05-0.05",0.05,2013,2022,NA,0,10,"/home/xosto002/Beachelor_thesis/FR_Aqui/fraye/FR-Aqui_FR-Aqui_fraye_sm_0.050000_0.050000_ThetaProbe-ML2X_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
519,"fraye","FR_Aqui",44.467,-0.7269,52.42,"0.1-0.1",0.1,2013,2022,NA,0,10,"/home/xosto002/Beachelor_thesis/FR_Aqui/fraye/FR-Aqui_FR-Aqui_fraye_sm_0.100000_0.100000_ThetaProbe-ML2X_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
520,"fraye","FR_Aqui",44.467,-0.7269,52.42,"0.2-0.2",0.2,2013,2022,NA,0,10,"/home/xosto002/Beachelor_thesis/FR_Aqui/fraye/FR-Aqui_FR-Aqui_fraye_sm_0.200000_0.200000_ThetaProbe-ML2X_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
521,"fraye","FR_Aqui",44.467,-0.7269,52.42,"0.3-0.3",0.3,2013,2022,NA,0,10,"/home/xosto002/Beachelor_thesis/FR_Aqui/fraye/FR-Aqui_FR-Aqui_fraye_sm_0.300000_0.300000_ThetaProbe-ML2X_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
522,"fraye","FR_Aqui",44.467,-0.7269,52.42,"0.45-0.45",0.45,2013,2022,NA,0,10,"/home/xosto002/Beachelor_thesis/FR_Aqui/fraye/FR-Aqui_FR-Aqui_fraye_sm_0.450000_0.450000_ThetaProbe-ML2X_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
523,"fraye","FR_Aqui",44.467,-0.7269,52.42,"0.55-0.55",0.55,2013,2022,NA,0,10,"/home/xosto002/Beachelor_thesis/FR_Aqui/fraye/FR-Aqui_FR-Aqui_fraye_sm_0.550000_0.550000_ThetaProbe-ML2X_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
524,"grandcal","FR_Aqui",44.472,-0.7675,44.26,"0.05-0.05",0.05,2013,2022,NA,0,10,"/home/xosto002/Beachelor_thesis/FR_Aqui/grandcal/FR-Aqui_FR-Aqui_grandcal_sm_0.050000_0.050000_ThetaProbe-ML2X_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
525,"grandcal","FR_Aqui",44.472,-0.7675,44.26,"0.1-0.1",0.1,2013,2022,NA,0,10,"/home/xosto002/Beachelor_thesis/FR_Aqui/grandcal/FR-Aqui_FR-Aqui_grandcal_sm_0.100000_0.100000_ThetaProbe-ML2X_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
526,"grandcal","FR_Aqui",44.472,-0.7675,44.26,"0.21-0.21",0.21,2013,2022,NA,0,10,"/home/xosto002/Beachelor_thesis/FR_Aqui/grandcal/FR-Aqui_FR-Aqui_grandcal_sm_0.210000_0.210000_ThetaProbe-ML2X_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
527,"grandcal","FR_Aqui",44.472,-0.7675,44.26,"0.34-0.34",0.34,2013,2022,NA,0,10,"/home/xosto002/Beachelor_thesis/FR_Aqui/grandcal/FR-Aqui_FR-Aqui_grandcal_sm_0.340000_0.340000_ThetaProbe-ML2X_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
528,"grandcal","FR_Aqui",44.472,-0.7675,44.26,"0.45-0.45",0.45,2013,2022,NA,0,10,"/home/xosto002/Beachelor_thesis/FR_Aqui/grandcal/FR-Aqui_FR-Aqui_grandcal_sm_0.450000_0.450000_ThetaProbe-ML2X_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
529,"grandcal","FR_Aqui",44.472,-0.7675,44.26,"0.56-0.56",0.56,2013,2022,NA,0,10,"/home/xosto002/Beachelor_thesis/FR_Aqui/grandcal/FR-Aqui_FR-Aqui_grandcal_sm_0.560000_0.560000_ThetaProbe-ML2X_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
536,"hillan2","FR_Aqui",44.49126,-0.758,53.78,"0.05-0.05",0.05,2015,2024,NA,0,10,"/home/xosto002/Beachelor_thesis/FR_Aqui/hillan2/FR-Aqui_FR-Aqui_hillan2_sm_0.050000_0.050000_ThetaProbe-ML2X_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
537,"hillan2","FR_Aqui",44.49126,-0.758,53.78,"0.15-0.15",0.15,2015,2024,NA,0,10,"/home/xosto002/Beachelor_thesis/FR_Aqui/hillan2/FR-Aqui_FR-Aqui_hillan2_sm_0.150000_0.150000_ThetaProbe-ML2X_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
538,"hillan2","FR_Aqui",44.49126,-0.758,53.78,"0.3-0.3",0.3,2015,2024,NA,0,10,"/home/xosto002/Beachelor_thesis/FR_Aqui/hillan2/FR-Aqui_FR-Aqui_hillan2_sm_0.300000_0.300000_ThetaProbe-ML2X_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
539,"hillan2","FR_Aqui",44.49126,-0.758,53.78,"0.5-0.5",0.5,2015,2024,NA,0,10,"/home/xosto002/Beachelor_thesis/FR_Aqui/hillan2/FR-Aqui_FR-Aqui_hillan2_sm_0.500000_0.500000_ThetaProbe-ML2X_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
540,"hillan2","FR_Aqui",44.49126,-0.758,53.78,"0.7-0.7",0.7,2015,2024,NA,0,10,"/home/xosto002/Beachelor_thesis/FR_Aqui/hillan2/FR-Aqui_FR-Aqui_hillan2_sm_0.700000_0.700000_ThetaProbe-ML2X_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
541,"hillan2","FR_Aqui",44.49126,-0.758,53.78,"0.8-0.8",0.8,2015,2024,NA,0,10,"/home/xosto002/Beachelor_thesis/FR_Aqui/hillan2/FR-Aqui_FR-Aqui_hillan2_sm_0.800000_0.800000_ThetaProbe-ML2X_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
