ID,Name,Station,Latitude,Longitude,Elevation,Depth,Avg_Depth,Beginning_Year,Ending_Year,Missing_Years,Percentage_Missing_Values,Number_of_Full_Years,Filename
1560,ITCSM-01b,TWENTE,52.41472,6.96583,23,0.4-0.4,0.4,2015,2020,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-01a/TWENTE_TWENTE_ITCSM-01a_sm_0.100000_0.100000_5TM-firmware-v2013_19500101_20241016.stm
1561,ITCSM-02a,TWENTE,52.39,6.85722,28,0.05-0.05,0.05,2008,2013,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-01a/TWENTE_TWENTE_ITCSM-01a_sm_0.100000_0.100000_EC-TM_19500101_20241016.stm
1562,ITCSM-02a,TWENTE,52.39,6.85722,28,0.1-0.1,0.1,2008,2013,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-01a/TWENTE_TWENTE_ITCSM-01a_sm_0.200000_0.200000_5TM-firmware-v2013_19500101_20241016.stm
1563,ITCSM-02a,TWENTE,52.39,6.85722,28,0.2-0.2,0.2,2008,2013,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-01a/TWENTE_TWENTE_ITCSM-01a_sm_0.200000_0.200000_EC-TM_19500101_20241016.stm
1564,ITCSM-02b,TWENTE,52.39083,6.86011,33,0.05-0.05,0.05,2015,2020,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-01a/TWENTE_TWENTE_ITCSM-01a_sm_0.400000_0.400000_5TM-firmware-v2013_19500101_20241016.stm
1571,ITCSM-02b,TWENTE,52.39083,6.86011,33,0.4-0.4,0.4,2015,2020,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-02a/TWENTE_TWENTE_ITCSM-02a_sm_0.200000_0.200000_EC-TM_19500101_20241016.stm
1573,ITCSM-03a,TWENTE,52.35061,6.78992,7,0.05-0.05,0.05,2008,2014,NA,0,7,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-02b/TWENTE_TWENTE_ITCSM-02b_sm_0.050000_0.050000_5TM-firmware-v4.0-B_19500101_20241016.stm
1575,ITCSM-03a,TWENTE,52.35061,6.78992,7,0.1-0.1,0.1,2008,2014,NA,0,7,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-02b/TWENTE_TWENTE_ITCSM-02b_sm_0.100000_0.100000_5TM-firmware-v4.0_19500101_20241016.stm
1581,ITCSM-04a,TWENTE,52.27167,6.92111,44,0.05-0.05,0.05,2008,2016,NA,0,9,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-03a/TWENTE_TWENTE_ITCSM-03a_sm_0.050000_0.050000_EC-TM_19500101_20241016.stm
1582,ITCSM-04a,TWENTE,52.27167,6.92111,44,0.1-0.1,0.1,2008,2016,NA,0,9,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-03a/TWENTE_TWENTE_ITCSM-03a_sm_0.100000_0.100000_5TM-firmware-v2013_19500101_20241016.stm
1583,ITCSM-04a,TWENTE,52.27167,6.92111,44,0.2-0.2,0.2,2008,2016,NA,0,9,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-03a/TWENTE_TWENTE_ITCSM-03a_sm_0.100000_0.100000_EC-TM_19500101_20241016.stm
1587,ITCSM-05a,TWENTE,52.27333,6.69944,17,0.05-0.05,0.05,2009,2016,NA,0,8,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-03b/TWENTE_TWENTE_ITCSM-03b_sm_0.400000_0.400000_5TM-firmware-v2013_19500101_20241016.stm
1588,ITCSM-05a,TWENTE,52.27333,6.69944,17,0.1-0.1,0.1,2009,2016,NA,0,8,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-03b/TWENTE_TWENTE_ITCSM-03b_sm_0.800000_0.800000_5TM-firmware-v2013_19500101_20241016.stm
1589,ITCSM-05a,TWENTE,52.27333,6.69944,17,0.2-0.2,0.2,2009,2016,NA,0,8,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-04a/TWENTE_TWENTE_ITCSM-04a_sm_0.050000_0.050000_EC-TM_19500101_20241016.stm
1590,ITCSM-05a,TWENTE,52.27333,6.69944,17,0.4-0.4,0.4,2009,2016,NA,0,8,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-04a/TWENTE_TWENTE_ITCSM-04a_sm_0.100000_0.100000_EC-TM_19500101_20241016.stm
1606,ITCSM-06a,TWENTE,52.41389,6.63667,6,0.05-0.05,0.05,2008,2015,NA,0,8,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-05c/TWENTE_TWENTE_ITCSM-05c_sm_0.400000_0.400000_5TM-firmware-v4.0_19500101_20241016.stm
1608,ITCSM-06a,TWENTE,52.41389,6.63667,6,0.1-0.1,0.1,2008,2014,NA,0,7,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-05d/TWENTE_TWENTE_ITCSM-05d_sm_0.050000_0.050000_5TM-firmware-v4.0_19500101_20241016.stm
1615,ITCSM-07a,TWENTE,52.37167,6.96528,17,0.05-0.05,0.05,2008,2014,NA,0,7,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-06a/TWENTE_TWENTE_ITCSM-06a_sm_0.100000_0.100000_5TM-firmware-v2013_19500101_20241016.stm
1617,ITCSM-07a,TWENTE,52.37167,6.96528,17,0.1-0.1,0.1,2008,2014,NA,0,7,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-06b/TWENTE_TWENTE_ITCSM-06b_sm_0.050000_0.050000_5TM-firmware-v4.0_19500101_20241016.stm
1620,ITCSM-07b,TWENTE,52.37328,6.96228,22,0.05-0.05,0.05,2015,2020,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-06b/TWENTE_TWENTE_ITCSM-06b_sm_0.400000_0.400000_5TM-firmware-v4.0_19500101_20241016.stm
1621,ITCSM-07b,TWENTE,52.37328,6.96228,22,0.1-0.1,0.1,2015,2020,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-06b/TWENTE_TWENTE_ITCSM-06b_sm_0.800000_0.800000_5TM-firmware-v4.0_19500101_20241016.stm
1622,ITCSM-07b,TWENTE,52.37328,6.96228,22,0.2-0.2,0.2,2015,2020,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-07a/TWENTE_TWENTE_ITCSM-07a_sm_0.050000_0.050000_5TM-firmware-v2013_19500101_20241016.stm
1623,ITCSM-07b,TWENTE,52.37328,6.96228,22,0.4-0.4,0.4,2015,2020,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-07a/TWENTE_TWENTE_ITCSM-07a_sm_0.050000_0.050000_EC-TM_19500101_20241016.stm
1629,ITCSM-08b,TWENTE,52.13578,6.74507,29,0.05-0.05,0.05,2009,2016,NA,0,8,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-07b/TWENTE_TWENTE_ITCSM-07b_sm_0.100000_0.100000_5TM-firmware-v2013_19500101_20241016.stm
1631,ITCSM-08b,TWENTE,52.13578,6.74507,29,0.1-0.1,0.1,2009,2015,NA,0,7,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-07b/TWENTE_TWENTE_ITCSM-07b_sm_0.400000_0.400000_5TM-firmware-v2013_19500101_20241016.stm
1633,ITCSM-08b,TWENTE,52.13578,6.74507,29,0.2-0.2,0.2,2009,2016,NA,0,8,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-08a/TWENTE_TWENTE_ITCSM-08a_sm_0.100000_0.100000_EC-TM_19500101_20241016.stm
1635,ITCSM-08b,TWENTE,52.13578,6.74507,29,0.4-0.4,0.4,2009,2016,NA,0,8,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-08a/TWENTE_TWENTE_ITCSM-08a_sm_0.400000_0.400000_EC-TM_19500101_20241016.stm
1636,ITCSM-09,TWENTE,52.14639,6.84306,29,0.05-0.05,0.05,2015,2020,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-08b/TWENTE_TWENTE_ITCSM-08b_sm_0.050000_0.050000_5TM-firmware-v4.0_19500101_20241016.stm
1637,ITCSM-09,TWENTE,52.14639,6.84306,29,0.05-0.05,0.05,2013,2020,NA,0,8,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-08b/TWENTE_TWENTE_ITCSM-08b_sm_0.050000_0.050000_EC-TM_19500101_20241016.stm
1638,ITCSM-09,TWENTE,52.14639,6.84306,29,0.05-0.05,0.05,2008,2013,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-08b/TWENTE_TWENTE_ITCSM-08b_sm_0.100000_0.100000_5TM-firmware-v4.0_19500101_20241016.stm
1639,ITCSM-09,TWENTE,52.14639,6.84306,29,0.1-0.1,0.1,2013,2018,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-08b/TWENTE_TWENTE_ITCSM-08b_sm_0.100000_0.100000_EC-TM_19500101_20241016.stm
1641,ITCSM-09,TWENTE,52.14639,6.84306,29,0.1-0.1,0.1,2008,2013,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-08b/TWENTE_TWENTE_ITCSM-08b_sm_0.200000_0.200000_EC-TM_19500101_20241016.stm
1642,ITCSM-09,TWENTE,52.14639,6.84306,29,0.2-0.2,0.2,2013,2020,NA,0,8,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-08b/TWENTE_TWENTE_ITCSM-08b_sm_0.400000_0.400000_5TM-firmware-v4.0_19500101_20241016.stm
1643,ITCSM-09,TWENTE,52.14639,6.84306,29,0.4-0.4,0.4,2013,2020,NA,0,8,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-08b/TWENTE_TWENTE_ITCSM-08b_sm_0.400000_0.400000_EC-TM_19500101_20241016.stm
1644,ITCSM-10a,TWENTE,52.2,6.65944,11,0.05-0.05,0.05,2008,2013,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-09/TWENTE_TWENTE_ITCSM-09_sm_0.050000_0.050000_5TM-firmware-v2013_19500101_20241016.stm
1672,ITCSM-12b,TWENTE,52.14035,6.55965,15,0.05-0.05,0.05,2015,2020,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-11d/TWENTE_TWENTE_ITCSM-11d_sm_0.050000_0.050000_5TM-firmware-v4.0_19500101_20241016.stm
1674,ITCSM-12b,TWENTE,52.14035,6.55965,15,0.1-0.1,0.1,2015,2020,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-11d/TWENTE_TWENTE_ITCSM-11d_sm_0.200000_0.200000_5TM-firmware-v4.0_19500101_20241016.stm
1676,ITCSM-12b,TWENTE,52.14035,6.55965,15,0.2-0.2,0.2,2015,2020,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-11d/TWENTE_TWENTE_ITCSM-11d_sm_0.800000_0.800000_5TM-firmware-v4.0_19500101_20241016.stm
1678,ITCSM-12b,TWENTE,52.14035,6.55965,15,0.4-0.4,0.4,2015,2020,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-12a/TWENTE_TWENTE_ITCSM-12a_sm_0.100000_0.100000_EC-TM_19500101_20241016.stm
1679,ITCSM-13,TWENTE,52.19389,6.4175,8,0.05-0.05,0.05,2014,2020,NA,0,7,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-12b/TWENTE_TWENTE_ITCSM-12b_sm_0.050000_0.050000_5TM-firmware-v2013_19500101_20241016.stm
1680,ITCSM-13,TWENTE,52.19389,6.4175,8,0.05-0.05,0.05,2009,2014,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-12b/TWENTE_TWENTE_ITCSM-12b_sm_0.050000_0.050000_5TM-firmware-v2013-B_19500101_20241016.stm
1682,ITCSM-13,TWENTE,52.19389,6.4175,8,0.1-0.1,0.1,2014,2020,NA,0,7,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-12b/TWENTE_TWENTE_ITCSM-12b_sm_0.100000_0.100000_5TM-firmware-v2013_19500101_20241016.stm
1684,ITCSM-13,TWENTE,52.19389,6.4175,8,0.1-0.1,0.1,2009,2014,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-12b/TWENTE_TWENTE_ITCSM-12b_sm_0.200000_0.200000_5TM-firmware-v2013_19500101_20241016.stm
1687,ITCSM-13,TWENTE,52.19389,6.4175,8,0.4-0.4,0.4,2014,2020,NA,0,7,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-13/TWENTE_TWENTE_ITCSM-13_sm_0.050000_0.050000_5TM-firmware-v2013_19500101_20241016.stm
1706,ITCSM-15a,TWENTE,52.30944,6.6125,-3,0.05-0.05,0.05,2008,2015,NA,0,8,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-14b/TWENTE_TWENTE_ITCSM-14b_sm_0.400000_0.400000_5TM-firmware-v2013_19500101_20241016.stm
1707,ITCSM-15a,TWENTE,52.30944,6.6125,-3,0.1-0.1,0.1,2008,2016,NA,0,9,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-14b/TWENTE_TWENTE_ITCSM-14b_sm_0.400000_0.400000_EC-TM_19500101_20241016.stm
1708,ITCSM-15a,TWENTE,52.30944,6.6125,-3,0.2-0.2,0.2,2008,2016,NA,0,9,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-14c/TWENTE_TWENTE_ITCSM-14c_sm_0.050000_0.050000_5TM-firmware-v2013_19500101_20241016.stm
1734,ITCSM-18,TWENTE,52.40528,6.37991,-3,0.05-0.05,0.05,2015,2020,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-17b/TWENTE_TWENTE_ITCSM-17b_sm_0.050000_0.050000_EC-TM_19500101_20241016.stm
1735,ITCSM-18,TWENTE,52.40528,6.37991,-3,0.05-0.05,0.05,2009,2015,NA,0,7,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-17b/TWENTE_TWENTE_ITCSM-17b_sm_0.100000_0.100000_5TM-firmware-v2013_19500101_20241016.stm
1736,ITCSM-18,TWENTE,52.40528,6.37991,-3,0.1-0.1,0.1,2015,2020,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-17b/TWENTE_TWENTE_ITCSM-17b_sm_0.100000_0.100000_EC-TM_19500101_20241016.stm
1738,ITCSM-18,TWENTE,52.40528,6.37991,-3,0.1-0.1,0.1,2009,2015,NA,0,7,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-17c/TWENTE_TWENTE_ITCSM-17c_sm_0.100000_0.100000_5TM-firmware-v2013_19500101_20241016.stm
1739,ITCSM-18,TWENTE,52.40528,6.37991,-3,0.2-0.2,0.2,2015,2020,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-17c/TWENTE_TWENTE_ITCSM-17c_sm_0.200000_0.200000_5TM-firmware-v4.0_19500101_20241016.stm
1741,ITCSM-18,TWENTE,52.40528,6.37991,-3,0.4-0.4,0.4,2015,2020,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-17c/TWENTE_TWENTE_ITCSM-17c_sm_0.800000_0.800000_5TM-firmware-v4.0_19500101_20241016.stm
1743,ITCSM-19,TWENTE,52.33333,6.33167,3,0.05-0.05,0.05,2009,2014,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-18/TWENTE_TWENTE_ITCSM-18_sm_0.050000_0.050000_EC-TM_19500101_20241016.stm
1745,ITCSM-19,TWENTE,52.33333,6.33167,3,0.1-0.1,0.1,2009,2014,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-18/TWENTE_TWENTE_ITCSM-18_sm_0.100000_0.100000_5TM-firmware-v4.0_19500101_20241016.stm
1747,ITCSM-19,TWENTE,52.33333,6.33167,3,0.2-0.2,0.2,2009,2014,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-18/TWENTE_TWENTE_ITCSM-18_sm_0.200000_0.200000_5TM-firmware-v2013_19500101_20241016.stm
1749,ITCSM-19,TWENTE,52.33333,6.33167,3,0.4-0.4,0.4,2009,2014,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-18/TWENTE_TWENTE_ITCSM-18_sm_0.400000_0.400000_5TM-firmware-v2013_19500101_20241016.stm
1751,ITCSM-20,TWENTE,52.31889,6.44861,17,0.05-0.05,0.05,2009,2014,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-19/TWENTE_TWENTE_ITCSM-19_sm_0.050000_0.050000_EC-TM_19500101_20241016.stm
1753,ITCSM-20,TWENTE,52.31889,6.44861,17,0.1-0.1,0.1,2009,2014,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-19/TWENTE_TWENTE_ITCSM-19_sm_0.100000_0.100000_EC-TM_19500101_20241016.stm
1755,ITCSM-20,TWENTE,52.31889,6.44861,17,0.2-0.2,0.2,2009,2014,NA,0,6,/home/xosto002/Beachelor_thesis/TWENTE/ITCSM-19/TWENTE_TWENTE_ITCSM-19_sm_0.200000_0.200000_EC-TM_19500101_20241016.stm
1833,Cerbara,UMBRIA,43.56,12.38,311,0.05-0.15,0.1,2009,2017,NA,0,9,/home/xosto002/Beachelor_thesis/UMBRIA/C.Belfiore/UMBRIA_UMBRIA_C.Belfiore_sm_0.150000_0.250000_EnviroSCAN_19500101_20241016.stm
1834,Cerbara,UMBRIA,43.56,12.38,311,0.15-0.25,0.2,2009,2017,NA,0,9,/home/xosto002/Beachelor_thesis/UMBRIA/C.Belfiore/UMBRIA_UMBRIA_C.Belfiore_sm_0.350000_0.450000_EnviroSCAN_19500101_20241016.stm
1835,Cerbara,UMBRIA,43.56,12.38,311,0.35-0.45,0.4,2009,2017,NA,0,9,/home/xosto002/Beachelor_thesis/UMBRIA/C.Elceto/UMBRIA_UMBRIA_C.Elceto_sm_0.050000_0.150000_EnviroSCAN_19500101_20241016.stm
1850,Petrelle,UMBRIA,43.35,12.17,338,0.05-0.15,0.1,2009,2017,NA,0,9,/home/xosto002/Beachelor_thesis/UMBRIA/Ficulle/UMBRIA_UMBRIA_Ficulle_sm_0.350000_0.450000_EnviroSMART_19500101_20241016.stm
1851,Petrelle,UMBRIA,43.35,12.17,338,0.15-0.25,0.2,2009,2017,NA,0,9,/home/xosto002/Beachelor_thesis/UMBRIA/Ficulle/UMBRIA_UMBRIA_Ficulle_sm_0.450000_0.550000_EnviroSMART_19500101_20241016.stm
1852,Petrelle,UMBRIA,43.35,12.17,338,0.35-0.45,0.4,2009,2017,NA,0,9,/home/xosto002/Beachelor_thesis/UMBRIA/Foligno/UMBRIA_UMBRIA_Foligno_sm_0.050000_0.150000_EnviroSCAN_19500101_20241016.stm
1862,Torre-Olmo,UMBRIA,43.32,12.7,550,0.05-0.15,0.1,2010,2017,NA,0,8,/home/xosto002/Beachelor_thesis/UMBRIA/PieveS.Stefano/UMBRIA_UMBRIA_PieveS.Stefano_sm_0.150000_0.250000_EnviroSCAN_19500101_20241016.stm
1863,Torre-Olmo,UMBRIA,43.32,12.7,550,0.15-0.25,0.2,2009,2017,NA,0,9,/home/xosto002/Beachelor_thesis/UMBRIA/PieveS.Stefano/UMBRIA_UMBRIA_PieveS.Stefano_sm_0.350000_0.450000_EnviroSCAN_19500101_20241016.stm
1864,Torre-Olmo,UMBRIA,43.32,12.7,550,0.35-0.45,0.4,2009,2017,NA,0,9,/home/xosto002/Beachelor_thesis/UMBRIA/S.Benedetto/UMBRIA_UMBRIA_S.Benedetto_sm_0.050000_0.150000_EnviroSCAN_19500101_20241016.stm
1865,SanPietroCapofiume,UMSUOL,44.65378,11.62263,11,0.1-0.1,0.1,2009,2017,NA,0,9,/home/xosto002/Beachelor_thesis/UMBRIA/S.Benedetto/UMBRIA_UMBRIA_S.Benedetto_sm_0.150000_0.250000_EnviroSCAN_19500101_20241016.stm
1866,SanPietroCapofiume,UMSUOL,44.65378,11.62263,11,0.25-0.25,0.25,2009,2017,NA,0,9,/home/xosto002/Beachelor_thesis/UMBRIA/S.Benedetto/UMBRIA_UMBRIA_S.Benedetto_sm_0.350000_0.450000_EnviroSCAN_19500101_20241016.stm
1867,SanPietroCapofiume,UMSUOL,44.65378,11.62263,11,0.45-0.45,0.45,2009,2017,NA,0,9,/home/xosto002/Beachelor_thesis/UMBRIA/Solomeo/UMBRIA_UMBRIA_Solomeo_sm_0.050000_0.150000_EnviroSCAN_19500101_20241016.stm
1868,SanPietroCapofiume,UMSUOL,44.65378,11.62263,11,0.7-0.7,0.7,2009,2017,NA,0,9,/home/xosto002/Beachelor_thesis/UMBRIA/Solomeo/UMBRIA_UMBRIA_Solomeo_sm_0.150000_0.250000_EnviroSCAN_19500101_20241016.stm
1869,SanPietroCapofiume,UMSUOL,44.65378,11.62263,11,1-Jan,1,2009,2017,NA,0,9,/home/xosto002/Beachelor_thesis/UMBRIA/Solomeo/UMBRIA_UMBRIA_Solomeo_sm_0.350000_0.450000_EnviroSCAN_19500101_20241016.stm
1870,SanPietroCapofiume,UMSUOL,44.65378,11.62263,11,1.35-1.35,1.35,2009,2017,NA,0,9,/home/xosto002/Beachelor_thesis/UMBRIA/Torre-Olmo/UMBRIA_UMBRIA_Torre-Olmo_sm_0.050000_0.150000_ThetaProbe-ML2X_19500101_20241016.stm
1871,SanPietroCapofiume,UMSUOL,44.65378,11.62263,11,1.8-1.8,1.8,2009,2017,NA,0,9,/home/xosto002/Beachelor_thesis/UMBRIA/Torre-Olmo/UMBRIA_UMBRIA_Torre-Olmo_sm_0.150000_0.250000_ThetaProbe-ML2X_19500101_20241016.stm
1874,15,WEGENERNET,46.98299,15.87115,297,0.2-0.2,0.2,2017,2024,NA,0,8,/home/xosto002/Beachelor_thesis/UMSUOL/SanPietroCapofiume/UMSUOL_UMSUOL_SanPietroCapofiume_sm_0.250000_0.250000_TDR-100_19500101_20241016.stm
1875,15,WEGENERNET,46.98299,15.87115,297,0.3-0.3,0.3,2007,2017,NA,0,11,/home/xosto002/Beachelor_thesis/UMSUOL/SanPietroCapofiume/UMSUOL_UMSUOL_SanPietroCapofiume_sm_0.450000_0.450000_TDR-100_19500101_20241016.stm
1876,19,WEGENERNET,46.9797,15.94122,351,0.2-0.2,0.2,2014,2024,NA,0,11,/home/xosto002/Beachelor_thesis/UMSUOL/SanPietroCapofiume/UMSUOL_UMSUOL_SanPietroCapofiume_sm_0.700000_0.700000_TDR-100_19500101_20241016.stm
1877,19,WEGENERNET,46.9797,15.94122,351,0.3-0.3,0.3,2007,2013,NA,0,7,/home/xosto002/Beachelor_thesis/UMSUOL/SanPietroCapofiume/UMSUOL_UMSUOL_SanPietroCapofiume_sm_1.000000_1.000000_TDR-100_19500101_20241016.stm
1878,27,WEGENERNET,46.97233,15.81499,298,0.2-0.2,0.2,2013,2024,NA,0,12,/home/xosto002/Beachelor_thesis/UMSUOL/SanPietroCapofiume/UMSUOL_UMSUOL_SanPietroCapofiume_sm_1.350000_1.350000_TDR-100_19500101_20241016.stm
1879,27,WEGENERNET,46.97233,15.81499,298,0.3-0.3,0.3,2007,2024,NA,0,18,/home/xosto002/Beachelor_thesis/UMSUOL/SanPietroCapofiume/UMSUOL_UMSUOL_SanPietroCapofiume_sm_1.800000_1.800000_TDR-100_19500101_20241016.stm
1880,34,WEGENERNET,46.97125,15.94361,322,0.2-0.2,0.2,2013,2024,NA,0,12,/home/xosto002/Beachelor_thesis/VAS/MelbexI/VAS_VAS_MelbexI_sm_0.000000_0.050000_Stevens-Hydra-Probe_19500101_20241016.stm
1882,50,WEGENERNET,46.95952,15.96578,354,0.2-0.2,0.2,2013,2024,NA,0,12,/home/xosto002/Beachelor_thesis/WEGENERNET/15/WEGENERNET_WEGENERNET_15_sm_0.200000_0.200000_Hydraprobe-II_19500101_20241016.stm
1883,50,WEGENERNET,46.95952,15.96578,354,0.3-0.3,0.3,2007,2012,NA,0,6,/home/xosto002/Beachelor_thesis/WEGENERNET/15/WEGENERNET_WEGENERNET_15_sm_0.300000_0.300000_pF-Meter_19500101_20241016.stm
1884,54,WEGENERNET,46.94327,15.7596,348,0.2-0.2,0.2,2017,2024,NA,0,8,/home/xosto002/Beachelor_thesis/WEGENERNET/19/WEGENERNET_WEGENERNET_19_sm_0.200000_0.200000_Hydraprobe-II_19500101_20241016.stm
1885,54,WEGENERNET,46.94327,15.7596,348,0.3-0.3,0.3,2007,2017,NA,0,11,/home/xosto002/Beachelor_thesis/WEGENERNET/19/WEGENERNET_WEGENERNET_19_sm_0.300000_0.300000_pF-Meter_19500101_20241016.stm
1886,6,WEGENERNET,46.99726,15.85507,398,0.2-0.2,0.2,2017,2024,NA,0,8,/home/xosto002/Beachelor_thesis/WEGENERNET/27/WEGENERNET_WEGENERNET_27_sm_0.200000_0.200000_Hydraprobe-II_19500101_20241016.stm
1887,6,WEGENERNET,46.99726,15.85507,398,0.3-0.3,0.3,2007,2017,NA,0,11,/home/xosto002/Beachelor_thesis/WEGENERNET/27/WEGENERNET_WEGENERNET_27_sm_0.300000_0.300000_pF-Meter_19500101_20241016.stm
1888,77,WEGENERNET,46.93296,15.9071,302,0.2-0.2,0.2,2013,2024,NA,0,12,/home/xosto002/Beachelor_thesis/WEGENERNET/34/WEGENERNET_WEGENERNET_34_sm_0.200000_0.200000_Hydraprobe-II_19500101_20241016.stm
1889,77,WEGENERNET,46.93296,15.9071,302,0.3-0.3,0.3,2007,2022,NA,0,16,/home/xosto002/Beachelor_thesis/WEGENERNET/34/WEGENERNET_WEGENERNET_34_sm_0.300000_0.300000_pF-Meter_19500101_20241016.stm
1890,78,WEGENERNET,46.93291,15.92462,372,0.2-0.2,0.2,2016,2024,NA,0,9,/home/xosto002/Beachelor_thesis/WEGENERNET/50/WEGENERNET_WEGENERNET_50_sm_0.200000_0.200000_Hydraprobe-II_19500101_20241016.stm
1891,78,WEGENERNET,46.93291,15.92462,372,0.3-0.3,0.3,2007,2016,NA,0,10,/home/xosto002/Beachelor_thesis/WEGENERNET/50/WEGENERNET_WEGENERNET_50_sm_0.300000_0.300000_pF-Meter_19500101_20241016.stm
1893,84,WEGENERNET,46.93428,16.04056,265,0.2-0.2,0.2,2013,2023,NA,0,11,/home/xosto002/Beachelor_thesis/WEGENERNET/54/WEGENERNET_WEGENERNET_54_sm_0.300000_0.300000_pF-Meter_19500101_20241016.stm
1895,85,WEGENERNET,46.91691,15.78112,302,0.2-0.2,0.2,2013,2024,NA,0,12,/home/xosto002/Beachelor_thesis/WEGENERNET/6/WEGENERNET_WEGENERNET_6_sm_0.300000_0.300000_pF-Meter_19500101_20241016.stm
1896,85,WEGENERNET,46.91691,15.78112,302,0.3-0.3,0.3,2007,2012,NA,0,6,/home/xosto002/Beachelor_thesis/WEGENERNET/77/WEGENERNET_WEGENERNET_77_sm_0.200000_0.200000_Hydraprobe-II_19500101_20241016.stm
1897,99,WEGENERNET,46.92135,16.03337,270,0.2-0.2,0.2,2013,2024,NA,0,12,/home/xosto002/Beachelor_thesis/WEGENERNET/77/WEGENERNET_WEGENERNET_77_sm_0.300000_0.300000_pF-Meter_19500101_20241016.stm
1898,99,WEGENERNET,46.92135,16.03337,270,0.3-0.3,0.3,2007,2013,NA,0,7,/home/xosto002/Beachelor_thesis/WEGENERNET/78/WEGENERNET_WEGENERNET_78_sm_0.200000_0.200000_Hydraprobe-II_19500101_20241016.stm
1903,WSMN-5,WSMN,52.41444,-4.04278,128,0.1-0.1,0.1,2011,2016,NA,0,6,/home/xosto002/Beachelor_thesis/WEGENERNET/85/WEGENERNET_WEGENERNET_85_sm_0.200000_0.200000_Hydraprobe-II_19500101_20241016.stm
